date,CMRMTSPLx,IPDCONGD,HWI,CES0600000007,AWHMAN,COMPAPFFx,EXSZUSx,DTCTHFNM,cum_return_1_0,fc2y,oa,rel_to_high_price,s2p,suv,dp,tms,svar
197008,0.0039971434942494,0.0192133513911936,-1,39.6,39.8,0.61,0.00120562950774783,0.00758026152060509,0.12574993095,0.00142505745682087,0.000156369,0.0908175881036397,-0.000839449602679121,-0.232636638,-0.0424312379270071,0.0053,0.001887104
197009,0.00106661613402359,0.00178379219637748,-2,39.7,40,1.08,-0.00273794778676906,-0.0182770965500669,0.00084853545,0.0013727109998769,9.08485e-05,0.087712907205907,-0.000210156832020525,-0.016062832,-0.0314302719222166,0.00680000000000001,0.001057965
197010,-0.000462560505976484,-0.0309312828919976,-1,39.5,39.8,1.29,-0.000534541875490291,0.0190347587606006,0.0417940244,-0.00274730892574371,0.0001734026,0.0905640167749751,-0.00122617564599237,0.2493987357,0.0062166892629083,0.0102,0.001043396
197011,-0.00173801722663036,-0.0269849384847305,-1,39.2,39.6,1.03,0.00120812244609358,-0.00520702442630494,-0.1533029248,0.00137459792586681,5.00500000000047e-08,-0.0382936886501386,-0.0063710613353305,-0.277367959,-0.0516010797964794,0.0109,0.000885454
197012,-0.0104585656044591,-0.0617267685876928,-3,39.2,39.5,0.65,0.00558020365069445,-0.00211084687058793,0.06304253575,0.00486915067036708,0.0002958745,0.0794331880979163,-0.00209852715365066,-0.055043649,-0.0605177314169518,0.0161,0.0005352
197101,-0.0169268663860027,0.00325501392258598,0,39.2,39.5,0.7,-0.00282094156731838,-0.00330824783688399,0.07419860625,-0.000111941832623197,0.00095020185,0.102372782255572,0.0005964469430223,0.1584772561,-0.0428695208184511,0.0168,0.000541031
197102,0.0312422638715084,0.110083537059596,0,39.4,39.5,0.83,-0.0013670858874788,0.00697825335488389,0.0246881544,0.000912925121260066,-0.000686006,0.144738845616659,0,0.1576905913,-0.0122329250743785,0.0259,0.000451454
197103,0.00974971422298587,0.0390054356910747,-2,39.6,39.9,0.97,-0.00174052329246321,-0.0118947025434757,-0.0757708987,0.000850527064585771,0.00102104365,0.0268188426279681,0.00059978100631175,-0.2322363345,-0.0393453346157506,0.0255,0.000492719
197104,0.00556895034503668,0.0223903348537369,1,39.4,39.7,0.75,-0.00167375727755958,0.00464265044294621,0.0112016676,0.00232753556809473,-0.00024500385,0.0196442820805449,-0.00059978100631175,-0.246295186,-0.0367062800142093,0.0233,0.000307555
197105,0.00413954714874265,0.00116195553568677,0,39.6,39.8,0.48,0.000511723122443186,0.000542004888206549,-0.0206004856,0.00185129101585435,0.00024500385,0.00986950351754931,-0.00297802802974267,-0.3041356935,0.0413516820863147,0.021,0.000539276
197106,0.00542464462943038,0.00644631014779407,0,39.6,39.9,0.42,-0.000372136299212622,0.00660171180440905,-0.0749046907,0.000612128364413156,0.00017489625,-0.0652189313404597,0,-0.52412981,-0.00176630284454671,0.0166,0.00092454
197107,0.00487169925530218,0.0154145090624036,1,39.6,40,0.43,-0.0414405898245009,-0.000199013307108586,0.0333169775,0.00198815115731121,0.000383669500000003,-0.032652345429026,-0.00734278809955979,-0.3464979785,0.0411370006890306,0.0103,0.000518434
197108,0.0136392730285184,0.00788841071700874,2,39.6,39.9,0.47,-0.00739842751673314,0.00201583779364078,-0.031089712,0.00198815115731121,0.000383669500000003,-0.0699023131174785,-0.00734278809955979,-0.267356743,-0.0365577875356795,0.0116,0.002451223
197109,-0.0115839541689162,0.0185540203497423,-1,39.6,40,0.44,0.000195398369045474,0.00657078130291744,0.0955561717,0,0.0002857005,0.033322673301408,0.00168338093243947,-0.326811191,0.00592458124920148,0.0129,0.000524264
197110,0.00626484016277118,-0.0098572076069372,1,39.5,39.8,0.18,-0.0157537841850894,-0.00390759044093159,-0.0537875397,-0.00138560445033264,1.9367499999999e-05,-0.00240809533237246,-0.00313271804008231,-0.225645587,0.0405216208424504,0.0142,0.000661936
197111,0.00896395270725492,-0.0016721145120755,-1,39.4,39.7,0.14,-0.0123319668614803,-0.00631860006846985,-0.052586292,-0.000602546706978568,0.000529845000000001,-0.0751057462408613,0.00313271804008231,-0.3186162575,0.000407350623626179,0.0174,0.001866256
197112,0.000691935673806654,0.0179596708593959,1,39.6,39.9,0.22,-0.00155853328347622,0.00446993697535625,0.0310320835,0.00198815115731121,0.000204969499999999,-0.0527012737152844,0.000683761630167368,0.0007873764,-0.0848464159737556,0.0196,0.001182984
