,date,macro_0,macro_1,macro_2,macro_3,Rec,Neg_Rec,Recessions
0,1962-11-01,0.16250679,0.006705031,0.13784832,-0.070662856,0,0,0
1,1962-12-01,-0.27372935,-0.033156008,0.15154393,0.3230321,0,0,0
2,1963-01-01,-0.16057378,0.0039962707,0.017540388,0.0488332,0,0,0
3,1963-02-01,-0.105855316,0.028032552,0.26232353,0.086508974,0,0,0
4,1963-03-01,-0.08658778,0.16503887,0.0047865566,-0.26442248,0,0,0
5,1963-04-01,-0.03322468,-0.03653093,-0.09652225,-0.5637758,0,0,0
6,1963-05-01,-0.065964274,0.14528526,-0.12959042,-0.13561293,0,0,0
7,1963-06-01,0.026019514,0.032429554,-0.10094913,-0.18085665,0,0,0
8,1963-07-01,0.03567927,0.22094654,-0.22098099,-0.306851,0,0,0
9,1963-08-01,0.058527682,0.16290876,-0.349282,-0.09019488,0,0,0
10,1963-09-01,0.03208338,-0.049777307,-0.017417833,-0.22908191,0,0,0
11,1963-10-01,-0.039000828,-0.0957813,0.08985664,-0.0498255,0,0,0
12,1963-11-01,-0.1166372,-0.09631248,0.013061922,-0.17916314,0,0,0
13,1963-12-01,-0.14200194,-0.2307958,-0.080259666,-0.40159792,0,0,0
14,1964-01-01,-0.10126422,-0.086645044,-0.059952848,-0.10205801,0,0,0
15,1964-02-01,0.020696614,-0.21003215,0.071769156,-0.16285802,0,0,0
16,1964-03-01,-0.007292977,-0.25504515,0.17344286,-0.2699133,0,0,0
17,1964-04-01,0.0102183735,-0.15682855,0.04598011,0.09199736,0,0,0
18,1964-05-01,-0.025172105,0.06531887,0.037817914,0.023976047,0,0,0
19,1964-06-01,0.07051072,-0.07942011,-0.09760168,-0.11351645,0,0,0
20,1964-07-01,0.086410604,-0.19715385,-0.04908156,-0.4350254,0,0,0
21,1964-08-01,0.18055856,-0.20362765,-0.072263025,-0.3854998,0,0,0
22,1964-09-01,0.2281079,-0.32144493,-0.14537239,-0.5031826,0,0,0
23,1964-10-01,-0.13412929,-0.16845179,-0.0716137,-0.46129045,0,0,0
24,1964-11-01,0.0078936685,-0.32171813,0.025913678,-0.3998091,0,0,0
25,1964-12-01,-0.116046794,-0.036265884,-0.0077359877,-0.06859533,0,0,0
26,1965-01-01,-0.36308154,0.29888842,-0.10052291,-0.42779198,0,0,0
27,1965-02-01,0.024146136,-0.057184085,-0.10575002,-0.6273057,0,0,0
28,1965-03-01,0.00681668,0.08439708,-0.14368317,-0.20828684,0,0,0
29,1965-04-01,0.086978905,-0.1436852,-0.31952316,-0.53557765,0,0,0
30,1965-05-01,0.005362199,-0.1610617,-0.14109866,-0.6356354,0,0,0
31,1965-06-01,0.11915247,-0.200015,-0.19005868,-0.429753,0,0,0
32,1965-07-01,0.08422223,-0.194125,-0.10579599,0.007485575,0,0,0
33,1965-08-01,0.10947466,-0.078289695,-0.025422262,0.055509534,0,0,0
34,1965-09-01,0.22397721,-0.08715355,-0.118661314,-0.04274199,0,0,0
35,1965-10-01,0.0032807195,-0.15355584,-0.106928065,-0.2837856,0,0,0
36,1965-11-01,-0.02900866,-0.25797957,-0.11663075,-0.5838657,0,0,0
37,1965-12-01,0.15042531,-0.18028575,-0.1420838,-0.4858316,0,0,0
38,1966-01-01,0.2953633,-0.1979214,-0.14655565,-0.75958514,0,0,0
39,1966-02-01,0.30431837,-0.18217416,-0.15632924,-0.66850066,0,0,0
40,1966-03-01,0.12516841,-0.14985901,-0.06442227,-0.46247008,0,0,0
41,1966-04-01,0.087717496,-0.16403334,-0.47298133,-0.55408436,0,0,0
42,1966-05-01,0.2273121,-0.08084987,-0.37869748,-0.7298511,0,0,0
43,1966-06-01,0.1595551,-0.05644165,-0.22486101,-0.5672854,0,0,0
44,1966-07-01,0.18233058,-0.049137954,-0.17140469,-0.10244956,0,0,0
45,1966-08-01,0.0026869385,-0.107951574,-0.48826906,-0.40966722,0,0,0
46,1966-09-01,-0.108302556,0.024770837,-0.04401507,-0.08719501,0,0,0
47,1966-10-01,0.02269184,-0.036469012,-0.17767982,-0.7377219,0,0,0
48,1966-11-01,0.124149404,-0.12169884,0.105822474,-0.6313181,0,0,0
49,1966-12-01,0.081722565,-0.16396664,-0.060890745,-0.43655646,0,0,0
50,1967-01-01,0.034180105,-0.08842981,-0.06540841,-0.14505044,0,0,0
51,1967-02-01,-0.0015900742,-0.046343293,-0.055718828,-0.2804916,0,0,0
52,1967-03-01,0.044837087,-0.0005145008,-0.039075047,-0.03496545,0,0,0
53,1967-04-01,0.06889059,-0.04435199,-0.07960188,-0.08039876,0,0,0
54,1967-05-01,0.16767317,-0.1568749,-0.148936,-0.045821372,0,0,0
55,1967-06-01,0.1590564,-0.16524826,0.0042296466,-0.03870519,0,0,0
56,1967-07-01,0.06284533,-0.14585242,0.09427491,-0.04240425,0,0,0
57,1967-08-01,-0.07123489,-0.24556093,0.30125642,0.093709834,0,0,0
58,1967-09-01,-0.05647229,-0.20346183,0.084998794,0.037556402,0,0,0
59,1967-10-01,0.07479971,-0.19033407,0.16211848,-0.17457289,0,0,0
60,1967-11-01,0.250528,-0.09967131,0.32222223,-0.06498888,0,0,0
61,1967-12-01,0.40732995,-0.17916586,0.28881863,0.031265114,0,0,0
62,1968-01-01,0.17183892,-0.2863435,0.037501372,-0.001643154,0,0,0
63,1968-02-01,-0.2711411,-0.36817774,-0.16880275,-0.6241378,0,0,0
64,1968-03-01,-0.40213403,-0.032128688,-0.0982536,-0.3258943,0,0,0
65,1968-04-01,-0.05756495,-0.17019062,0.01152282,-0.5277858,0,0,0
66,1968-05-01,-0.077306226,-0.27404025,0.34796083,0.039558414,0,0,0
67,1968-06-01,-0.19773826,-0.25296676,0.040327705,-0.014637754,0,0,0
68,1968-07-01,-0.31775984,-0.13326073,-0.0827554,-0.07187991,0,0,0
69,1968-08-01,-0.21489777,0.1778527,-0.20930299,-0.23498213,0,0,0
70,1968-09-01,-0.117480725,0.0064587328,-0.055963494,-0.07730218,0,0,0
71,1968-10-01,-0.13413875,-0.053992648,-0.030627167,-0.039038736,0,0,0
72,1968-11-01,0.031550717,-0.35447118,-0.10494554,-0.08763202,0,0,0
73,1968-12-01,-0.19870591,-0.20459734,-0.15501076,-0.071800366,0,0,0
74,1969-01-01,0.30644262,-0.34019586,-0.023842797,0.2860955,1,-2,2
75,1969-02-01,0.07702464,-0.11183085,-0.20167394,0.023351332,1,-2,2
76,1969-03-01,0.18565677,-0.18223052,-0.07694872,-0.34394768,1,-2,2
77,1969-04-01,0.09941092,-0.092521384,0.09261188,-0.22302008,1,-2,2
78,1969-05-01,0.19446711,-0.14895235,0.046336308,-0.08957749,1,-2,2
79,1969-06-01,0.12178165,-0.13235837,0.3810173,0.17526951,1,-2,2
80,1969-07-01,0.049418185,-0.040600326,-0.15516247,0.18035921,1,-2,2
81,1969-08-01,0.055112574,-0.081528164,-0.33071458,-0.26182428,1,-2,2
82,1969-09-01,0.07583599,-0.044571746,-0.0055640414,-0.12203279,1,-2,2
83,1969-10-01,0.19485475,-0.23760721,0.04128189,-0.42881048,1,-2,2
84,1969-11-01,0.050807912,-0.07747871,0.22496644,-0.12406909,1,-2,2
85,1969-12-01,0.038598966,-0.13812153,-0.22785263,-0.29402995,0,0,0
86,1970-01-01,0.017504415,0.0055613588,-0.059620794,0.038169228,0,0,0
87,1970-02-01,0.18086109,-0.08288627,-0.05597825,-0.021112861,0,0,0
88,1970-03-01,0.046989303,-0.051545396,0.15511037,0.04022085,0,0,0
89,1970-04-01,0.06495244,-0.106183015,0.6974511,0.03255528,0,0,0
90,1970-05-01,-0.051353667,0.297514,0.056588553,0.20398214,0,0,0
91,1970-06-01,-0.10654445,0.20592238,-0.12032153,0.4283709,0,0,0
92,1970-07-01,-0.121956795,0.14355808,0.09185964,0.54398656,0,0,0
93,1970-08-01,-0.13688895,-0.19242923,0.22669166,0.6659107,0,0,0
94,1970-09-01,0.00974499,-0.35666686,0.07925332,0.4308871,0,0,0
95,1970-10-01,0.007721965,-0.16020271,0.39484116,0.1061443,0,0,0
96,1970-11-01,-0.088971525,0.32435188,0.1382555,0.10188265,0,0,0
97,1970-12-01,-0.106608644,0.16885653,0.07838338,0.113980606,0,0,0
98,1971-01-01,-0.08519302,0.19885634,0.11608704,0.16940631,0,0,0
99,1971-02-01,-0.12089626,-0.47831744,0.28701726,0.21985257,0,0,0
100,1971-03-01,-0.32513636,-0.007290286,0.010165838,0.31708288,0,0,0
101,1971-04-01,-0.09043806,0.26171222,0.1222457,0.49667943,0,0,0
102,1971-05-01,-0.21399283,0.58686024,0.13679144,0.6549589,0,0,0
103,1971-06-01,0.009124376,0.5344684,0.291911,0.08661765,0,0,0
104,1971-07-01,-0.23315226,0.5957278,0.31710956,0.21651118,0,0,0
105,1971-08-01,-0.13582745,0.6100719,0.25792244,0.1272078,0,0,0
106,1971-09-01,-0.16765392,0.026415115,0.14761586,0.17223203,0,0,0
107,1971-10-01,0.14861828,0.19007614,0.50539696,0.15790308,0,0,0
108,1971-11-01,-0.09351178,0.39919606,0.03461563,0.11737847,0,0,0
109,1971-12-01,-0.047487598,0.4166299,0.028639842,0.21644942,0,0,0
110,1972-01-01,-0.26695925,0.24882005,0.1972427,0.48107237,0,0,0
111,1972-02-01,-0.2637232,0.34013256,0.13267581,0.21846144,0,0,0
112,1972-03-01,-0.4194099,0.4339565,0.19437821,0.5989968,0,0,0
113,1972-04-01,-0.16054699,0.55310667,0.14000247,0.2821555,0,0,0
114,1972-05-01,0.03782978,0.05273979,0.13885085,0.09244092,0,0,0
115,1972-06-01,0.03899434,0.26752907,0.28914323,0.042656567,0,0,0
116,1972-07-01,-0.014868057,-0.008807943,0.157694,-0.16922088,0,0,0
117,1972-08-01,0.012731844,-0.075458154,0.13611087,-0.28958967,0,0,0
118,1972-09-01,-0.16794077,0.12348582,0.0059099346,-0.62951154,0,0,0
119,1972-10-01,0.08524054,-0.0951061,0.098703556,-0.4974857,0,0,0
120,1972-11-01,-0.2498336,0.17652155,-0.10615219,-0.34960657,0,0,0
121,1972-12-01,-0.38188764,0.04678332,-0.22723816,-0.21324408,1,-2,2
122,1973-01-01,-0.36992815,0.11475754,-0.092866264,-0.16082452,1,-2,2
123,1973-02-01,-0.3562596,0.0027150642,-0.29431307,-0.54757875,1,-2,2
124,1973-03-01,0.03741339,-0.04986931,-0.17872368,-0.3518396,1,-2,2
125,1973-04-01,0.14736289,0.014491604,-0.21229526,0.07639375,1,-2,2
126,1973-05-01,0.016449068,0.17403384,-0.05948586,0.07230927,1,-2,2
127,1973-06-01,0.041702457,0.030236932,-0.10072539,-0.05340599,1,-2,2
128,1973-07-01,0.0664927,-0.041197333,0.018201256,-0.11280082,1,-2,2
129,1973-08-01,0.04344077,-0.11642438,-0.023561241,-0.14751679,1,-2,2
130,1973-09-01,0.08222727,-0.14987943,-0.091094196,-0.22997443,1,-2,2
131,1973-10-01,-0.051733512,-0.039047673,-0.027659975,-0.35338897,1,-2,2
132,1973-11-01,-0.027242707,-0.14357342,-0.13404137,-0.2936818,1,-2,2
133,1973-12-01,0.04489051,-0.19323458,-0.0321817,-0.4101047,1,-2,2
134,1974-01-01,0.041584484,-0.042454008,-0.015238878,0.0047224313,1,-2,2
135,1974-02-01,-0.009051812,-0.08389687,-0.15218952,0.28061774,1,-2,2
136,1974-03-01,-0.019520659,-0.07917213,-0.022917824,0.19528076,1,-2,2
137,1974-04-01,0.05710185,-0.022925973,-0.19422862,0.21597297,0,0,0
138,1974-05-01,0.14541087,-0.07359548,-0.052474827,0.08064821,0,0,0
139,1974-06-01,0.19529617,-0.05113363,-0.033707928,0.14861588,0,0,0
140,1974-07-01,0.10802968,-0.07440972,-0.045111816,-0.023336206,0,0,0
141,1974-08-01,0.03449623,0.10172235,0.14749144,0.55684716,0,0,0
142,1974-09-01,0.025737919,0.2024239,-0.08082688,0.7545526,0,0,0
143,1974-10-01,0.075105384,0.09910545,-0.021162592,0.67618424,0,0,0
144,1974-11-01,0.009001105,-0.029510576,0.049557798,0.72144943,0,0,0
145,1974-12-01,0.010148531,-0.000362438,0.07795258,-0.30126956,0,0,0
146,1975-01-01,0.048921507,-0.01515662,0.016485542,0.10713546,0,0,0
147,1975-02-01,0.0220235,-0.0063789035,0.10061899,0.055146873,0,0,0
148,1975-03-01,0.09877087,-0.30701455,0.033056647,0.26917738,0,0,0
149,1975-04-01,0.022968255,-0.08199132,0.21163133,-0.019392489,0,0,0
150,1975-05-01,0.08761623,-0.27743706,0.023228701,-0.038620926,0,0,0
151,1975-06-01,-0.15123801,-0.1703055,0.23487484,0.13256088,0,0,0
152,1975-07-01,-0.30349645,-0.17622422,0.15695205,0.5207188,0,0,0
153,1975-08-01,-0.112590596,0.34033534,0.25114638,0.29501912,0,0,0
154,1975-09-01,-0.4497039,0.6650336,0.10933863,0.18625113,0,0,0
155,1975-10-01,-0.39418033,0.8038982,0.100379884,0.3723446,0,0,0
156,1975-11-01,-0.35341674,0.52302366,0.079415955,0.59210277,0,0,0
157,1975-12-01,-0.31482324,0.23002551,0.17595416,0.36269537,0,0,0
158,1976-01-01,-0.26923501,0.52236676,0.38289452,0.39624387,0,0,0
159,1976-02-01,-0.48207617,0.18030322,0.14011924,0.38340336,0,0,0
160,1976-03-01,-0.53347963,0.6173888,0.21959105,0.1755538,0,0,0
161,1976-04-01,-0.3723602,0.4267689,0.15381736,-0.0049708807,0,0,0
162,1976-05-01,-0.43478164,0.5211423,-0.27470472,-0.041034196,0,0,0
163,1976-06-01,-0.31041524,0.35350248,-0.46937132,-0.11912387,0,0,0
164,1976-07-01,-0.41867873,0.62631804,-0.80035526,-0.07059882,0,0,0
165,1976-08-01,-0.5711074,0.6679771,-0.54737896,-0.046640977,0,0,0
166,1976-09-01,-0.3442675,0.2813321,-0.13941433,-0.0001899667,0,0,0
167,1976-10-01,-0.39399698,0.40425116,-0.49032214,0.07887801,0,0,0
168,1976-11-01,-0.060894787,0.47213644,-0.08623906,0.08410239,0,0,0
169,1976-12-01,-0.27799305,0.46083865,-0.17978357,-0.06645118,0,0,0
170,1977-01-01,-0.28877106,0.5830221,-0.16643067,0.0008717388,0,0,0
171,1977-02-01,-0.29181963,0.67339474,-0.2503,0.2110997,0,0,0
172,1977-03-01,-0.0970335,0.3084148,0.06852759,0.15077414,0,0,0
173,1977-04-01,0.09027959,0.5980203,0.3054055,0.26961073,0,0,0
174,1977-05-01,0.045760766,0.356719,0.25666422,0.07364509,0,0,0
175,1977-06-01,-0.07261277,0.25349107,0.1026514,-0.080030516,0,0,0
176,1977-07-01,-0.15289389,0.048883032,0.21383716,-0.21430917,0,0,0
177,1977-08-01,-0.2858505,-0.05519439,0.006023396,-0.43161634,0,0,0
178,1977-09-01,-0.29691067,0.16537379,-0.33617017,-0.30535933,0,0,0
179,1977-10-01,0.054616075,0.020733321,-0.06334193,-0.1568398,0,0,0
180,1977-11-01,0.2018647,0.1519868,-0.019290946,-0.04839517,0,0,0
181,1977-12-01,-0.0109765185,-0.027169943,0.43566296,-0.15847541,0,0,0
182,1978-01-01,-0.15739179,0.53395444,-0.003848166,0.02736175,0,0,0
