,date,macro_0,macro_1,macro_2,macro_3,macro_4,macro_5,Rec,Neg_Rec,Recessions
251,1984-07-01,0.053404074,0.24785171,0.29851782,-0.03136058,-0.0447192,-0.011269137,0,0,0
252,1984-08-01,0.13561273,-0.087404855,0.080754146,0.065586455,-0.065038405,-0.08854647,0,0,0
253,1984-09-01,0.11457666,0.29529083,0.40848598,-0.30889362,0.009639398,-0.009044024,0,0,0
254,1984-10-01,0.044072095,0.008110468,0.18185957,-0.13810451,-0.19662935,-0.2163882,0,0,0
255,1984-11-01,0.09272901,-0.029232716,0.1867045,-0.23254651,-0.11355018,-0.15993467,0,0,0
256,1984-12-01,0.19296387,-0.14283232,0.0686411,-0.0016880713,0.040183622,-0.13682947,0,0,0
257,1985-01-01,0.37099665,-0.27699023,-0.06338048,-0.07489389,-0.13818648,0.09308099,0,0,0
258,1985-02-01,0.34282985,-0.046121642,-0.07916192,-0.080115035,0.110868,0.045150816,0,0,0
259,1985-03-01,0.468563,-0.22164078,-0.068178385,0.010116792,0.12971786,0.31777915,0,0,0
260,1985-04-01,0.36082706,-0.25395074,0.016696906,-0.060713444,-0.041679535,0.033293307,0,0,0
261,1985-05-01,0.10429982,-0.49286562,-0.2800471,-0.12681776,0.23027031,0.13876943,0,0,0
262,1985-06-01,0.048474215,-0.65281975,-0.1772073,-0.16643195,0.55637336,0.27680272,0,0,0
263,1985-07-01,0.06264749,-0.56567305,0.26350915,-0.24881019,0.53319556,0.06355129,0,0,0
264,1985-08-01,-0.14785764,-0.45801654,0.20824,-0.14965707,0.5714177,0.36365724,0,0,0
265,1985-09-01,-0.38361043,-0.5902635,0.30379242,-0.07639772,0.7361291,0.70110965,0,0,0
266,1985-10-01,-0.35052046,-0.5987273,-0.045116078,0.086152874,0.4550984,0.6326581,0,0,0
267,1985-11-01,-0.023533106,-0.09481995,-0.46460733,0.33777127,0.3085483,0.08658456,0,0,0
268,1985-12-01,-0.049053635,-0.34285843,-0.38778707,0.15270633,0.10673419,0.27126312,0,0,0
269,1986-01-01,0.16000609,-0.5776743,-0.112566106,-0.07391206,0.03920495,0.2813082,0,0,0
270,1986-02-01,0.23389812,-0.41746667,-0.31848168,0.0016466033,0.10876617,0.30461895,0,0,0
271,1986-03-01,0.37758267,-0.3201943,-0.13530636,0.17158018,0.012932121,0.12869683,0,0,0
272,1986-04-01,0.26836744,-0.4568865,-0.20279202,0.13929273,0.06555103,0.3049154,0,0,0
273,1986-05-01,0.3087335,-0.51897556,-0.33428046,0.078249454,0.15920193,0.28886557,0,0,0
274,1986-06-01,0.59764844,-0.4423995,-0.25180146,0.16046594,0.12512413,0.41021064,0,0,0
275,1986-07-01,0.3358572,-0.58778006,-0.19648372,0.23813212,-0.031156642,0.6936705,0,0,0
276,1986-08-01,0.42952973,-0.54082525,-0.06196858,0.20198734,-0.07866656,0.6917088,0,0,0
277,1986-09-01,0.4321349,-0.53822285,-0.43991688,0.40369183,-0.04674787,0.20584303,0,0,0
278,1986-10-01,0.37371093,-0.36360008,-0.06167241,0.20361531,-0.0810645,0.067016765,0,0,0
279,1986-11-01,0.3840015,-0.70275676,-0.19446906,0.36753947,-0.3221815,0.03305618,0,0,0
280,1986-12-01,0.5110904,-0.4829958,-0.09141919,0.16179371,-0.07356003,-0.14736888,0,0,0
281,1987-01-01,0.42654637,-0.53426284,-0.041135494,0.1701071,-0.09488063,-0.023937842,0,0,0
282,1987-02-01,0.436302,-0.4542702,-0.33960405,0.1947108,-0.1234372,0.027671989,0,0,0
283,1987-03-01,0.33553004,-0.3378833,-0.47754374,0.19222803,0.13974665,0.19543502,0,0,0
284,1987-04-01,0.39723378,-0.7533685,-0.05176698,-0.25237527,-0.018389987,0.21954252,0,0,0
285,1987-05-01,0.3234148,-0.77097476,0.122719094,-0.36100346,0.13276646,-0.024339097,0,0,0
286,1987-06-01,0.26654825,-0.526036,0.20132475,-0.2316281,0.14789535,-0.08398048,0,0,0
287,1987-07-01,0.34111395,-0.050708,-0.2578626,0.013971805,0.44537988,-0.008596318,0,0,0
288,1987-08-01,0.36975074,0.14536023,0.021105576,0.031708233,0.07207815,-0.008777427,0,0,0
289,1987-09-01,0.27526057,0.24145983,0.12507445,-0.00230015,0.07742082,-0.06364344,0,0,0
290,1987-10-01,-0.08627039,0.4768002,0.16571493,-0.1685789,0.47265157,-0.27376238,0,0,0
291,1987-11-01,-0.45852613,-0.005705649,0.057647053,0.0075185914,0.06786661,-0.42984074,0,0,0
292,1987-12-01,-0.30905044,0.1356931,0.28424266,0.007055545,-0.06576744,-0.12813115,0,0,0
293,1988-01-01,-0.25741807,0.08089912,0.5012089,-0.11663305,-0.005640168,-0.06500708,0,0,0
294,1988-02-01,-0.12976365,0.09895161,0.4011311,0.01874278,0.35245118,-0.05481381,0,0,0
295,1988-03-01,-0.12950528,0.14622958,0.19430858,0.26306635,0.53140527,0.121787794,0,0,0
296,1988-04-01,0.052686278,0.13175747,0.11145261,0.29688016,0.28962785,0.14171256,0,0,0
297,1988-05-01,-0.11701092,0.06014259,0.19394565,0.23903033,0.69051117,0.054652914,0,0,0
298,1988-06-01,-0.10773985,-0.12945463,0.08927703,0.1928992,0.43734026,0.3346751,0,0,0
299,1988-07-01,0.02259475,-0.0800781,0.004986366,0.3008204,0.06170594,0.005885,0,0,0
300,1988-08-01,0.23962794,0.16676955,0.11222565,0.08248217,0.2966919,0.053511526,0,0,0
301,1988-09-01,0.1893299,0.14989889,0.11015598,0.28821665,0.0408147,-0.05678828,0,0,0
302,1988-10-01,0.24023083,0.17315143,0.1443631,0.23436873,0.34633347,0.088424765,0,0,0
303,1988-11-01,0.2896325,0.28251964,0.20004192,0.046749204,0.32504994,0.09533178,0,0,0
304,1988-12-01,0.27638793,0.0354576,0.16368867,0.0060656215,0.18945198,0.34579295,0,0,0
305,1989-01-01,0.14988711,-0.023777738,-0.09717042,-0.0026723559,0.20700791,0.311082,0,0,0
306,1989-02-01,0.24976182,-0.12504609,-0.024059894,-0.11265634,0.3284781,0.39092353,0,0,0
307,1989-03-01,0.24370992,-0.047477584,0.057521388,-0.0144741135,-0.025469296,0.2984413,0,0,0
308,1989-04-01,0.09962787,0.08799892,-0.13012141,0.32245913,0.04154483,0.13927664,0,0,0
309,1989-05-01,0.20937006,0.17939585,-0.2530177,0.3241484,0.03303791,0.12489979,0,0,0
310,1989-06-01,0.2410652,-0.025095679,-0.07929251,0.1294504,0.31237525,0.009202209,0,0,0
311,1989-07-01,0.46799415,0.035462324,-0.2544295,0.06756322,0.16515954,-0.01605117,0,0,0
312,1989-08-01,0.14334953,0.26867825,-0.23601992,0.27666253,0.043157317,-0.019214615,0,0,0
313,1989-09-01,0.24457557,0.038340982,-0.24893866,0.33661413,0.22664668,-0.16577375,0,0,0
314,1989-10-01,0.3598311,-0.0019227358,-0.06489774,0.08637532,0.09454934,0.18618314,0,0,0
315,1989-11-01,0.000730591,-0.27876535,-0.08163204,0.011779054,0.030823544,-0.16628122,0,0,0
316,1989-12-01,-0.028239064,-0.27188417,0.03441884,-0.10546108,0.003873713,-0.3950712,0,0,0
317,1990-01-01,0.13281935,-0.065740526,-0.04292552,-0.17116052,-0.043682914,-0.00398839,0,0,0
318,1990-02-01,-0.07619649,-0.15428309,0.043980412,-0.029919384,-0.19652471,-0.41122067,0,0,0
319,1990-03-01,-0.12583995,-0.1401726,-0.034746762,0.11868712,0.010143977,-0.19830506,0,0,0
320,1990-04-01,-0.05587141,-0.13958924,0.1916511,-0.24828166,0.24818732,-0.15170231,0,0,0
321,1990-05-01,0.09066297,0.041389387,-0.010651572,-0.10501462,-0.00068651675,-0.084128894,1,-2,2
322,1990-06-01,-0.005620548,0.22593258,-0.38520887,-0.30986744,0.150068,-0.060219962,1,-2,2
323,1990-07-01,0.099480756,0.124158956,-0.57523537,-0.05116384,0.7274567,-0.0073101297,1,-2,2
324,1990-08-01,-0.09198916,-0.12775318,-0.06871066,-0.26630205,0.041353144,-0.2999021,1,-2,2
325,1990-09-01,-0.2490822,-0.34945345,0.05727506,0.027244171,0.1103609,-0.2710545,1,-2,2
326,1990-10-01,-0.17820711,-0.46855673,0.13582593,0.27192163,0.09793759,-0.21627851,1,-2,2
327,1990-11-01,-0.026442302,-0.10983242,-0.1926043,0.24846071,0.07026595,-0.24028982,1,-2,2
328,1990-12-01,-0.07462712,-0.020332275,-0.31233433,0.24083078,0.1774385,-0.09723284,1,-2,2
329,1991-01-01,-0.062528156,-0.029299473,-0.22091575,0.22849777,0.033031747,-0.18039641,0,0,0
330,1991-02-01,0.035586696,0.20854442,-0.50957566,0.34097978,0.15221445,-0.017355686,0,0,0
331,1991-03-01,0.026293073,0.031677853,-0.3120629,0.23126553,0.14941484,-0.25382972,0,0,0
332,1991-04-01,0.10781203,-0.25536442,-0.24909844,0.18834965,0.33698836,-0.116943955,0,0,0
333,1991-05-01,0.2816202,0.1482682,-0.14030266,0.26572227,0.05884118,-0.20986792,0,0,0
334,1991-06-01,0.24406241,0.103190094,-0.16781999,-0.042992335,0.024030583,-0.011953586,0,0,0
335,1991-07-01,0.5058956,-0.2609595,-0.078864165,-0.025844634,-0.11828069,-0.2946956,0,0,0
336,1991-08-01,0.41356814,0.028945938,-0.10153513,-0.2561117,-0.21807452,-0.08145356,0,0,0
337,1991-09-01,0.52369297,-0.10868754,-0.20720847,-0.14236963,-0.49653223,0.09522512,0,0,0
338,1991-10-01,0.51532966,-0.060310625,-0.027822668,-0.06624678,-0.0793956,-0.18395354,0,0,0
339,1991-11-01,0.22612832,-0.49886394,0.06354871,-0.26492003,-0.17420356,-0.01503767,0,0,0
340,1991-12-01,0.3093771,-0.44830784,-0.0831454,0.08708342,-0.19496821,0.1528066,0,0,0
341,1992-01-01,0.53235817,-0.45155862,-0.33175784,-0.074551694,-0.37280092,0.25926882,0,0,0
342,1992-02-01,0.39422345,-0.278185,-0.26282248,0.002069299,-0.045357227,0.33042645,0,0,0
343,1992-03-01,0.4910714,-0.35550153,-0.2175913,0.08113502,-0.03370368,0.10837047,0,0,0
344,1992-04-01,0.43443567,-0.26513582,-0.14528447,0.13382642,-0.1609306,0.3478007,0,0,0
345,1992-05-01,0.5516831,-0.28046462,-0.2422211,-0.005737965,-0.18107976,0.24240363,0,0,0
346,1992-06-01,0.47027695,-0.09334935,-0.17660141,-0.11650616,-0.004316288,0.13375936,0,0,0
347,1992-07-01,0.33031237,-0.4355929,0.023073211,-0.08312363,-0.07273744,0.04552947,0,0,0
348,1992-08-01,0.25073123,-0.49993536,0.044420872,0.11368017,0.012920903,0.06765682,0,0,0
349,1992-09-01,0.4649354,-0.44216046,0.103452414,0.0066090603,-0.1499742,0.37628567,0,0,0
350,1992-10-01,0.33557558,-0.31985447,0.040160414,-0.07165736,0.06360662,0.2792544,0,0,0
351,1992-11-01,0.43245193,-0.46079275,0.0007566278,0.19383317,0.03882494,0.14578058,0,0,0
352,1992-12-01,0.5660612,0.20179036,-0.0329957,0.3115424,-0.009537979,0.084880084,0,0,0
353,1993-01-01,0.44846618,0.124631494,-0.017911,0.28537503,-0.07827868,-0.014429011,0,0,0
354,1993-02-01,0.42005533,0.16594414,0.037260205,0.31044698,-0.08433483,0.08811689,0,0,0
355,1993-03-01,0.47113287,-0.14520828,0.103544354,0.11923104,0.05674057,0.025021626,0,0,0
356,1993-04-01,0.37464538,-0.44447187,0.06907613,-0.1628961,-0.01218657,-0.044919003,0,0,0
357,1993-05-01,0.5508175,-0.12746468,0.08023978,0.10162436,0.22188447,-0.00015513311,0,0,0
358,1993-06-01,0.27043414,-0.22280106,0.14244992,0.02096389,0.6572998,0.18609884,0,0,0
359,1993-07-01,0.2926478,-0.42863613,0.11548201,-0.13010532,0.55548173,0.09744344,0,0,0
360,1993-08-01,0.4281834,0.014432443,0.04622965,0.13416253,0.3677531,0.11853942,0,0,0
361,1993-09-01,0.5196938,0.11565925,0.028606998,0.07984131,0.43893152,0.22389142,0,0,0
362,1993-10-01,0.40744007,-0.24215153,0.13933656,-0.005939242,0.38388994,0.26203245,0,0,0
363,1993-11-01,0.4247284,-0.24061893,0.12567037,0.064249024,0.51907784,0.48179802,0,0,0
364,1993-12-01,0.33569333,-0.19158636,0.11441464,0.014109799,0.5164829,0.4103526,0,0,0
365,1994-01-01,0.396978,-0.003910586,0.08197264,0.23259704,0.40659407,0.18075302,0,0,0
366,1994-02-01,0.37156126,-0.03417544,0.070879005,0.044348724,0.54316556,0.2704532,0,0,0
367,1994-03-01,0.12140322,0.2099349,0.22289017,-0.12896672,0.5877941,0.19802104,0,0,0
368,1994-04-01,0.11036863,0.19876207,0.08791168,0.035324477,0.30553436,0.39825207,0,0,0
369,1994-05-01,0.18489365,-0.010207068,0.0486968,0.0240933,0.5553492,0.12849526,0,0,0
370,1994-06-01,0.14859866,0.1519938,-0.007357455,0.0032357231,0.41617346,0.25349393,0,0,0
371,1994-07-01,0.17184156,-0.09523144,0.013284698,0.060016483,0.05430706,0.2712282,0,0,0
372,1994-08-01,0.29659164,-0.04668086,0.3094292,0.13020678,0.3386697,0.11644897,0,0,0
373,1994-09-01,0.2693211,0.19152087,0.3420078,0.062306218,0.35215467,0.14001568,0,0,0
374,1994-10-01,0.32655606,0.20518798,0.2134977,0.23695534,0.6454833,0.12716903,0,0,0
375,1994-11-01,0.23820122,0.27013943,0.4213459,0.209388,0.6254879,0.17971073,0,0,0
376,1994-12-01,0.0898752,-0.08187524,0.30681503,0.08760279,0.5804521,0.31808767,0,0,0
377,1995-01-01,0.30401424,0.11694109,0.04404012,0.1274161,0.26327568,0.15529107,0,0,0
378,1995-02-01,0.29544795,0.2791978,0.12767224,0.19976382,0.32039824,0.07737803,0,0,0
379,1995-03-01,0.2921066,0.18932375,0.23336199,0.22842357,0.36509603,0.08857684,0,0,0
380,1995-04-01,0.17261037,0.40962425,0.17303538,0.28089893,0.41578245,0.16438776,0,0,0
381,1995-05-01,0.27917725,0.28848964,0.051613107,0.3109862,0.33204293,0.18201794,0,0,0
382,1995-06-01,0.18350244,0.14756733,0.05209671,0.4376413,0.43413556,0.18574008,0,0,0
383,1995-07-01,0.21057914,-0.16320503,0.036839433,0.5026147,0.22777458,0.10514311,0,0,0
384,1995-08-01,0.26433605,-0.30894563,0.0028326705,0.28897372,0.22270459,0.28077167,0,0,0
385,1995-09-01,0.22969595,-0.3405968,0.012836838,0.32915354,0.3383798,0.13319635,0,0,0
386,1995-10-01,0.37259346,-0.24900915,-0.05599433,0.23160273,0.46137092,0.28993845,0,0,0
387,1995-11-01,0.41281915,-0.27226046,0.015509086,0.20216285,0.07836362,0.07715527,0,0,0
388,1995-12-01,0.3752836,-0.03154599,-0.006718219,0.3231744,0.15996572,0.010381289,0,0,0
389,1996-01-01,0.3510432,-0.29924235,-0.0032707315,0.083461195,0.12335828,0.072911516,0,0,0
390,1996-02-01,0.4155657,-0.0719287,-0.11303874,0.2877507,0.18327256,0.18031888,0,0,0
391,1996-03-01,0.37302372,-0.081623755,-0.052743074,0.34109852,0.13979262,-0.14907879,0,0,0
392,1996-04-01,0.16309327,-0.11867746,-0.026820337,0.17102833,0.13682517,0.09081671,0,0,0
393,1996-05-01,0.17870791,-0.22588013,-0.17711204,-0.014481259,-0.021793738,-0.043110278,0,0,0
394,1996-06-01,0.30992028,-0.06674769,-0.03031715,0.14690636,0.024587583,-0.18447375,0,0,0
395,1996-07-01,0.06464197,0.0058786697,0.20847298,-0.1329113,0.05569133,-0.17734592,0,0,0
396,1996-08-01,0.02167573,-0.16837886,0.124873616,-0.20329686,-0.049713805,-0.4637007,0,0,0
397,1996-09-01,0.092947334,-0.027810525,0.21979183,-0.08209251,0.080652535,-0.05391616,0,0,0
398,1996-10-01,0.14292423,-0.06414146,0.16015847,-0.030092768,0.033784915,-0.07756365,0,0,0
399,1996-11-01,0.30800602,-0.019006139,-0.08595143,0.12370443,0.19269665,0.10237438,0,0,0
400,1996-12-01,0.3360289,-0.11346662,-0.016136914,0.14899208,0.13259128,-0.021388683,0,0,0
401,1997-01-01,0.14846691,-0.3522944,0.11096297,0.21954775,0.11995459,0.045293372,0,0,0
402,1997-02-01,0.18979268,-0.0716263,0.0832129,0.13337417,0.032414686,0.01957568,0,0,0
403,1997-03-01,0.28593627,-0.12995343,0.08468612,0.074938044,0.3680308,0.18043426,0,0,0
404,1997-04-01,0.18993469,0.024306433,0.07526479,0.26011842,0.20319863,0.0315791,0,0,0
405,1997-05-01,0.36547226,-0.008130039,0.0007156251,0.25357607,0.03425288,-0.08492297,0,0,0
406,1997-06-01,0.28093633,0.08185012,0.06025618,0.47655475,0.2189934,-0.0034105587,0,0,0
407,1997-07-01,0.26194212,-0.2946978,0.005207962,0.2165621,0.021091284,0.6665661,0,0,0
408,1997-08-01,0.22109142,-0.13702448,0.19388252,-0.16342734,0.33869255,0.10282028,0,0,0
409,1997-09-01,0.3088176,-0.08398627,0.1532854,0.1039018,0.2962999,0.2967272,0,0,0
410,1997-10-01,0.25408742,0.10346474,0.17150295,0.27369407,0.17904565,0.014409472,0,0,0
411,1997-11-01,0.3243328,0.12129416,0.071611345,0.16745356,0.21957944,0.1563845,0,0,0
412,1997-12-01,0.118868575,0.0034760677,0.19223984,0.26755354,0.04332224,-0.078789756,0,0,0
413,1998-01-01,0.2571319,0.016499925,0.11809393,0.3212981,0.13361228,0.11942824,0,0,0
414,1998-02-01,0.2861104,0.058364373,0.06153517,0.26285803,0.08344635,-0.07341015,0,0,0
415,1998-03-01,0.07306219,0.28978357,-0.017597169,0.20480709,0.18245785,-0.00018491416,0,0,0
416,1998-04-01,0.18706521,0.32737005,0.033991873,0.20690583,0.29501167,-0.010810846,0,0,0
417,1998-05-01,0.35053572,0.2057723,0.039620645,0.32306623,0.68496925,0.19597377,0,0,0
418,1998-06-01,0.19186553,0.19136113,0.037435774,0.33864114,0.2691137,0.12276627,0,0,0
419,1998-07-01,0.1624598,0.24826096,-0.0947753,0.08183512,0.3412607,0.0054050456,0,0,0
420,1998-08-01,-0.16462052,0.3590903,-0.1717268,0.11456331,0.40547937,-0.038437847,0,0,0
421,1998-09-01,-0.34060127,0.20727652,-0.13910405,0.051341332,0.34525698,-0.078558914,0,0,0
422,1998-10-01,0.044072337,0.12004535,-0.07565514,0.12713821,0.43040872,0.14344043,0,0,0
423,1998-11-01,0.20737612,-0.07342408,-0.043898113,0.076552026,0.19223699,0.07830765,0,0,0
424,1998-12-01,0.17833152,-0.0015940433,-0.19638522,0.09682672,0.30756426,0.031795137,0,0,0
425,1999-01-01,0.39464602,0.14581756,-0.07447704,0.21384619,0.30035982,0.14884399,0,0,0
426,1999-02-01,0.41297776,0.06958777,-0.21815927,0.21551022,0.6715609,0.27855676,0,0,0
427,1999-03-01,0.39465743,-0.24836679,-0.056242,0.093129426,0.19043863,0.117429554,0,0,0
428,1999-04-01,0.5492674,-0.062579535,-0.07902383,0.16528301,0.18052523,0.17807536,0,0,0
429,1999-05-01,0.3778852,0.08682972,-0.16298208,0.06961297,0.1881121,0.08184285,0,0,0
430,1999-06-01,0.33594984,0.12528664,-0.0661799,0.11390847,0.2758711,0.23036781,0,0,0
431,1999-07-01,0.39136988,0.27320954,0.04020053,-0.13657558,0.109340906,0.11870412,0,0,0
432,1999-08-01,0.4192727,0.21000668,0.02582474,0.09157407,0.38888344,0.19971626,0,0,0
433,1999-09-01,0.33010313,0.3550789,0.058805816,0.0031361002,0.07217798,0.19840136,0,0,0
434,1999-10-01,0.18664683,0.2544033,0.03194729,0.15416591,0.105279736,0.10842385,0,0,0
435,1999-11-01,0.21209574,0.03638759,0.021703912,0.07003558,0.012501778,0.09137133,0,0,0
436,1999-12-01,0.21509854,0.0891374,0.060794424,0.0023609924,0.0909488,0.11945832,0,0,0
437,2000-01-01,0.34685022,0.13859336,0.14537649,0.05365381,0.23335044,-0.010743335,0,0,0
438,2000-02-01,0.18009657,0.25822642,0.05650046,0.1468228,0.3008674,0.055451103,0,0,0
439,2000-03-01,0.17711017,0.09872048,0.0813317,0.4667766,0.2776282,-0.008630182,0,0,0
440,2000-04-01,0.31662503,0.24021876,-0.040862676,0.28374866,0.037109196,-0.22330162,0,0,0
441,2000-05-01,0.13099287,0.3811379,0.037677675,0.012640173,0.06623128,-0.09313247,0,0,0
442,2000-06-01,0.27503863,0.18545577,0.0447658,0.08927195,-0.078085765,0.029838823,0,0,0
443,2000-07-01,0.26488045,0.22183919,-0.01688771,0.046742454,-0.44419318,0.04493664,0,0,0
444,2000-08-01,0.13378797,-0.20018062,0.05481866,0.53023267,-0.033933263,0.3205985,0,0,0
445,2000-09-01,0.23260963,0.062095255,0.1298256,0.6207635,0.018654618,-0.09435433,0,0,0
446,2000-10-01,0.06925381,-0.12241894,0.10526965,-0.0050604045,0.11038981,0.106043585,0,0,0
447,2000-11-01,0.20748813,0.092557214,0.07892747,0.18336105,0.036787402,-0.047041945,0,0,0
448,2000-12-01,0.041019704,-0.032998648,0.060810782,0.2695911,0.04712917,-0.32036495,0,0,0
449,2001-01-01,0.042062026,0.28165114,-0.27005404,0.091724664,0.056727353,-0.0245,1,-2,2
450,2001-02-01,-0.046329495,0.35431752,-0.157265,0.005242481,0.5819899,0.034029048,1,-2,2
451,2001-03-01,-0.24194428,0.23700625,0.011035077,0.026969511,0.49787015,0.05628862,1,-2,2
452,2001-04-01,-0.008272557,0.1380419,-0.16552284,-0.12211257,0.18250975,0.018453348,1,-2,2
453,2001-05-01,0.08658754,0.1217254,-0.1940313,-0.46112433,0.11137006,0.018213343,1,-2,2
454,2001-06-01,0.05248157,0.16774887,-0.30986065,-0.2824986,0.34761292,0.057022847,1,-2,2
455,2001-07-01,0.05655459,0.17400683,-0.024651641,-0.2634082,0.13480973,0.3385274,1,-2,2
456,2001-08-01,-0.12039244,0.14390233,0.003754173,-0.09387263,-0.11353096,0.022392217,1,-2,2
457,2001-09-01,-0.17474405,0.20248824,0.1542082,-0.40678087,-0.23932649,0.346701,0,0,0
458,2001-10-01,-0.41124052,-0.124972016,-0.22725472,-0.0025200692,-0.2243149,0.5287296,0,0,0
459,2001-11-01,-0.16125384,-0.12942286,-0.22382556,-0.32414544,-0.018178381,0.10109712,0,0,0
460,2001-12-01,-0.1746167,-0.073549144,-0.40623528,0.1293218,0.15615392,0.07459163,0,0,0
461,2002-01-01,0.049289837,0.07986201,-0.17944847,-0.26280585,-0.31220135,0.01717562,0,0,0
462,2002-02-01,-0.029598145,-0.37633395,-0.104452066,-0.19014966,-0.31803486,0.23073891,0,0,0
463,2002-03-01,0.36376348,-0.43973577,-0.18066083,-0.18506531,-0.44480243,0.13152575,0,0,0
464,2002-04-01,0.18571985,-0.04797908,0.17025717,-0.5827509,-0.25663617,0.08894562,0,0,0
465,2002-05-01,-0.087313905,-0.04146999,0.0117398435,-0.15136272,-0.2818174,0.21524835,0,0,0
466,2002-06-01,0.015911298,-0.4010475,0.111189775,-0.354713,-0.52557635,0.46340305,0,0,0
467,2002-07-01,-0.05552806,0.1859423,0.14342341,-0.16254942,-0.5800983,0.628549,0,0,0
468,2002-08-01,-0.18950762,-0.12468998,0.095795736,0.07318755,-0.433627,0.90240544,0,0,0
469,2002-09-01,-0.22513439,-0.18905942,0.35711506,-0.2313422,-0.03770881,0.8243385,0,0,0
470,2002-10-01,-0.26850975,-0.48918748,0.05108936,0.058888096,-0.12373841,0.4910409,0,0,0
471,2002-11-01,-0.030451199,-0.23802519,-0.20844445,0.39570254,-0.016214848,0.4143823,0,0,0
472,2002-12-01,-0.07346439,-0.5627117,-0.274242,-0.17401604,0.3357215,0.18592237,0,0,0
473,2003-01-01,-0.36262897,-0.46400785,-0.039418302,0.041056894,0.2393134,0.5841106,0,0,0
474,2003-02-01,-0.11360834,-0.06261654,-0.2431004,0.3843049,0.2156535,0.18711852,0,0,0
475,2003-03-01,-0.38743654,-0.23188259,-0.123145744,-0.09751325,0.19873117,0.53180766,0,0,0
476,2003-04-01,-0.07911298,-0.29576358,-0.27873918,0.016276546,0.027104484,0.14729553,0,0,0
477,2003-05-01,0.0766562,-0.5409032,-0.040156916,-0.057076763,-0.050418127,0.07319095,0,0,0
478,2003-06-01,0.10585777,-0.027727425,-0.39476934,0.39241502,0.20001295,0.07937856,0,0,0
479,2003-07-01,0.01752473,-0.39031562,-0.07178349,0.17815642,-0.036018834,0.41064847,0,0,0
480,2003-08-01,0.07413629,-0.61935633,0.050454203,-0.2235365,-0.29037026,0.2982286,0,0,0
481,2003-09-01,0.27328673,-0.30961257,-0.06714027,0.26492566,-0.42594036,0.55800563,0,0,0
482,2003-10-01,0.20328268,-0.2561369,-0.08141123,0.14413776,-0.06450537,0.59698856,0,0,0
483,2003-11-01,0.18671788,-0.53773814,0.206821,-0.18351983,-0.07570045,0.09448994,0,0,0
484,2003-12-01,0.19888994,-0.468662,0.5087927,-0.068539225,-0.105881706,-0.09205112,0,0,0
485,2004-01-01,0.15184127,-0.5381387,0.21975741,-0.088608325,-0.09457436,-0.2404556,0,0,0
486,2004-02-01,-0.038075436,-0.4487495,0.18504013,0.057363234,0.13910043,0.006390926,0,0,0
487,2004-03-01,-0.21786478,-0.42579955,0.10058235,0.04836485,0.42560276,0.12395545,0,0,0
488,2004-04-01,-0.2623178,-0.12076387,0.2155754,0.298281,0.5019006,0.1207168,0,0,0
489,2004-05-01,-0.5406945,-0.12781316,-0.056077097,0.112897195,0.26439163,0.07503885,0,0,0
490,2004-06-01,-0.24051933,0.052270412,0.032749172,0.38013166,0.09072365,-0.20211601,0,0,0
491,2004-07-01,-0.2743417,0.3145617,0.012063406,0.25394806,0.30878323,0.021662658,0,0,0
492,2004-08-01,-0.4533956,-0.05227387,0.23507562,0.08634076,0.10757107,-0.089042135,0,0,0
493,2004-09-01,-0.47560424,0.083695464,0.31978244,0.19476685,0.19994754,0.053671375,0,0,0
494,2004-10-01,-0.3245695,0.27566028,0.12423006,0.38382095,0.20673193,0.033869006,0,0,0
495,2004-11-01,-0.22782141,0.058253873,-0.024303734,0.32609418,0.34842882,0.07529355,0,0,0
496,2004-12-01,-0.1605043,0.1652072,-0.20822248,0.26086584,0.44995594,0.019923339,0,0,0
497,2005-01-01,-0.39700663,-0.112486385,-0.105778836,0.0006876304,0.6411247,0.18947423,0,0,0
498,2005-02-01,-0.4976046,-0.20930654,0.10176793,0.05214784,0.34885445,0.24630691,0,0,0
499,2005-03-01,-0.43880948,-0.011340549,0.10795077,-0.1475192,0.13036802,-0.013791356,0,0,0
500,2005-04-01,-0.4239822,0.10386432,0.2485017,0.13634622,0.33776465,0.14647175,0,0,0
501,2005-05-01,-0.37288314,0.09591626,0.07936152,0.18100348,0.2192163,-0.0767041,0,0,0
502,2005-06-01,-0.4849337,0.05229596,-0.29230312,0.122491196,0.42601886,0.018824656,0,0,0
503,2005-07-01,-0.30324525,-0.45427203,0.008477089,0.017783668,-0.0058111157,-0.3154131,0,0,0
504,2005-08-01,-0.2392798,-0.12980394,0.083548106,0.101891704,-0.048938807,-0.22093235,0,0,0
505,2005-09-01,-0.3789619,-0.0532877,0.031298537,0.09444333,-0.17223714,-0.43223625,0,0,0
506,2005-10-01,-0.28799686,-0.15471703,-0.2585599,-0.05407862,0.19149871,-0.3390884,0,0,0
507,2005-11-01,-0.37177965,-0.17048219,0.028437002,-0.13177617,0.023463037,-0.38162407,0,0,0
508,2005-12-01,-0.17197682,0.08638914,0.061391816,-0.39794838,-0.023181973,-0.15635961,0,0,0
509,2006-01-01,-0.41390836,0.021568835,0.07262996,-0.018940995,-0.07096951,-0.31367034,0,0,0
510,2006-02-01,-0.32671797,0.12915486,0.24955794,0.0017010238,0.018613985,-0.09449865,0,0,0
511,2006-03-01,-0.30397347,0.06316727,0.12840158,0.042343613,0.23599517,-0.24052502,0,0,0
