,date,macro_0,macro_1,macro_2,macro_3,Rec,Neg_Rec,Recessions
0,1962-11-01,-0.3800173,-0.15458822,-0.1282417,-0.011367614,0,0,0
1,1962-12-01,0.014690163,0.35409665,0.01268603,-0.27127397,0,0,0
2,1963-01-01,0.06362573,0.513294,0.014125861,-0.22523141,0,0,0
3,1963-02-01,0.2820486,0.10347072,-0.41650438,0.014678013,0,0,0
4,1963-03-01,0.1943296,0.13687545,-0.12285472,0.41068003,0,0,0
5,1963-04-01,0.08432331,-0.0042584194,-0.22244278,0.06659318,0,0,0
6,1963-05-01,-0.111186795,-0.03895325,0.075517595,0.16052055,0,0,0
7,1963-06-01,0.019071206,0.05633222,0.07654254,0.40873128,0,0,0
8,1963-07-01,-0.15482979,-0.009830044,0.037679166,0.3467484,0,0,0
9,1963-08-01,-0.107324585,-0.14359972,-0.2762785,0.24798383,0,0,0
10,1963-09-01,-0.074688695,-0.0021946698,0.0492513,0.17914018,0,0,0
11,1963-10-01,-0.18313032,-0.06361692,-0.01218631,0.12761873,0,0,0
12,1963-11-01,-0.43827334,-0.052225202,-0.09775363,0.03086637,0,0,0
13,1963-12-01,-0.2090501,-0.06825258,0.040120874,0.14889282,0,0,0
14,1964-01-01,-0.35009506,-0.10681113,-0.25834495,0.1485697,0,0,0
15,1964-02-01,-0.3054264,-0.09522512,-0.030617533,0.20504957,0,0,0
16,1964-03-01,-0.011286399,0.112931855,0.17563991,0.11879445,0,0,0
17,1964-04-01,-0.030803762,0.05832088,0.1529223,0.15000045,0,0,0
18,1964-05-01,-0.2830393,-0.051514946,-0.016406108,0.19067883,0,0,0
19,1964-06-01,-0.41891292,-0.09236885,0.185674,0.12997982,0,0,0
20,1964-07-01,-0.090549365,-0.10547991,0.043990783,0.35602424,0,0,0
21,1964-08-01,-0.31545988,-0.0752414,0.04356091,0.26902854,0,0,0
22,1964-09-01,-0.37994018,-0.13060397,0.070546485,0.4114584,0,0,0
23,1964-10-01,-0.3435683,-0.10384213,-0.21965457,0.2564333,0,0,0
24,1964-11-01,-0.12534505,-0.024479117,0.032416686,0.17325827,0,0,0
25,1964-12-01,-0.14538766,-0.034897454,0.064607725,-0.15600978,0,0,0
26,1965-01-01,-0.24916083,-0.2660629,-0.29924804,0.0896486,0,0,0
27,1965-02-01,-0.0010116546,0.023769852,-0.22652702,0.71041584,0,0,0
28,1965-03-01,-0.4290569,-0.036850397,-0.047096826,0.16224773,0,0,0
29,1965-04-01,-0.14276852,-0.05697162,-0.0735695,0.5294218,0,0,0
30,1965-05-01,-0.28516132,-0.08986174,-0.1970715,0.48832804,0,0,0
31,1965-06-01,-0.5197279,-0.064592116,-0.19304593,0.304708,0,0,0
32,1965-07-01,-0.10858277,0.024617992,-0.028491074,0.008648391,0,0,0
33,1965-08-01,-0.007532105,0.20238775,0.09850919,-0.15915419,0,0,0
34,1965-09-01,-0.12709302,0.06410558,-0.012052938,-0.21824777,0,0,0
35,1965-10-01,-0.16856329,-0.043480027,-0.029172786,-0.24577932,0,0,0
36,1965-11-01,-0.30048215,-0.10279667,0.07262449,-0.013889955,0,0,0
37,1965-12-01,-0.24129863,0.025021227,0.10049936,-0.08851059,0,0,0
38,1966-01-01,-0.113111295,-0.04558436,0.07401165,-0.08192534,0,0,0
39,1966-02-01,-0.22171845,-0.083725035,-0.121036604,0.23265506,0,0,0
40,1966-03-01,-0.44999442,-0.081323415,-0.015034417,0.01856639,0,0,0
41,1966-04-01,-0.30044916,-0.10080269,0.0014997767,-0.057217702,0,0,0
42,1966-05-01,-0.37660304,-0.023103667,0.10768491,-0.08095639,0,0,0
43,1966-06-01,-0.77962047,-0.012943721,-0.3104959,0.06022938,0,0,0
44,1966-07-01,-0.37272683,-0.058188837,-0.13148843,-0.07849647,0,0,0
