yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp
201710,2575.26,48.4261,108.0133,0.248906199,0.0107,0.036,0.0432,0.0261,-0.012378069,0.0009,-0.000632042,-0.0013,0.0076,0.000218153,NaN
201711,2584.84,48.679,108.9467,0.239727101,0.0123,0.0357,0.0427,0.026,-0.012192513,0.0008,2.43247E-05,0.0036,0.002,0.000355337,NaN
201712,2673.61,48.932,109.88,0.235393343,0.0132,0.0351,0.0422,0.0254,-0.019878875,0.0009,-0.000587832,0.0102,0.0256,0.000244113,NaN
201801,2823.81,49.289,111.7333,0.222519149,0.0141,0.0355,0.0426,0.0284,-0.019043602,0.0011,0.005447746,-0.0315,-0.0243,0.000774262,NaN
201802,2713.83,49.646,113.5867,0.232478066,0.0157,0.0382,0.0451,0.0301,-0.018319798,0.0011,0.00453469,-0.0224,-0.0313,0.005361663,NaN
201803,2640.87,50.003,115.44,0.259537164,0.017,0.0387,0.0464,0.0285,-0.018221349,0.0012,0.002261126,0.0259,0.0124,0.00324674,NaN
201804,2648.05,50.3321,117.7867,0.258892272,0.0176,0.0385,0.0467,0.03,-0.018605663,0.0014,0.003975092,-0.0177,-0.02,0.002362669,NaN
201805,2705.27,50.6612,120.1333,0.256212885,0.0186,0.04,0.0483,0.0289,-0.018933503,0.0014,0.004158917,0.0164,0.014,0.000922712,NaN
201806,2718.37,50.9903,122.48,0.257737511,0.019,0.0396,0.0483,0.0291,-0.022101276,0.0014,0.001593876,0.0007,-0.0124,0.000622866,NaN
201807,2816.29,51.4399,125.1167,0.246138345,0.0196,0.0387,0.0479,0.0302,-0.017095922,0.0016,6.74633E-05,-0.0131,0.0101,0.000654429,NaN
201808,2901.52,51.8894,127.7533,0.240928025,0.0203,0.0388,0.0477,0.0293,-0.02145123,0.0016,0.000555542,0.0152,0.0058,0.000471274,NaN
201809,2913.98,52.339,130.39,0.23643433,0.0213,0.0398,0.0488,0.0334,-0.020834449,0.0015,0.001162025,-0.0518,-0.012,0.000230074,NaN
201810,2711.74,52.8087,131.0567,0.249072805,0.0225,0.0414,0.0507,0.0352,-0.021216895,0.0019,0.001766764,-0.0204,-0.0323,0.004577602,NaN
201811,2760.17,53.2785,131.7233,0.244950275,0.0233,0.0422,0.0522,0.0317,-0.024593067,0.0018,-0.003349349,0.0505,0.0071,0.002837642,NaN
201812,2506.85,53.7482,132.39,0.268166907,0.0237,0.0402,0.0513,0.0284,-0.019227909,0.0019,-0.003193963,0.0481,0.037,0.006793103,NaN
201901,2704.1,54.1444,133.0567,0.250229416,0.0237,0.0393,0.0512,0.0271,-0.019304705,0.0021,0.001906597,0.008,0.0277,0.003011395,NaN
201902,2784.49,54.5407,133.7233,0.24138188,0.0239,0.0379,0.0495,0.0268,-0.023159336,0.0018,0.004227053,-0.0091,-0.0074,0.000532403,NaN
201903,2834.4,54.9369,134.39,0.243716706,0.024,0.0377,0.0484,0.0257,-0.023231494,0.0019,0.005641358,0.0447,0.0485,0.001107068,NaN
201904,2945.83,55.317,134.6833,0.237629216,0.0238,0.0369,0.047,0.0253,-0.021699695,0.0021,0.005295002,-0.0126,-0.0089,0.000374438,NaN
201905,2752.06,55.6972,134.9767,0.254654139,0.0235,0.0367,0.0463,0.024,-0.020358318,0.0021,0.002128759,0.053,0.0376,0.001831636,NaN
201906,2941.76,56.0773,135.27,0.237566229,0.0217,0.0342,0.0446,0.0207,-0.012538347,0.0018,0.000199147,0.0104,0.0337,0.001064814,NaN
201907,2980.38,56.458,134.48,0.235228894,0.021,0.0329,0.0428,0.0206,-0.012604296,0.0019,0.001670942,0.0024,0.0084,0.000593538,NaN
201908,2926.46,56.8388,133.69,0.239335892,0.0195,0.0298,0.0387,0.0163,-0.010142435,0.0016,-5.06682E-05,0.0797,0.0738,0.004317881,NaN
201909,2976.74,57.2195,132.9,0.234769562,0.0189,0.0303,0.0391,0.017,-0.010838109,0.0018,0.000783449,-0.0192,-0.019,0.000605425,NaN
201910,3037.56,57.5599,135.09,0.233646327,0.0165,0.0301,0.0392,0.0171,-0.01315741,0.0015,0.002286191,-0.0052,0.0006,0.001510308,NaN
201911,3140.98,57.9003,137.28,0.225273965,0.0154,0.0306,0.0394,0.0181,-0.007796238,0.0012,-0.000536243,-0.0059,0.0014,0.000306363,NaN
201912,3230.78,58.2406,139.47,0.221429501,0.0154,0.0301,0.0388,0.0186,-0.007199156,0.0014,-0.00090977,-0.0253,-0.0089,0.000502373,NaN
202001,3225.52,58.6873,131.7567,0.223642619,0.0152,0.0294,0.0377,0.0176,-0.007693692,0.0013,0.00387977,0.0632,0.0519,0.001119022,NaN
202002,2954.22,59.1339,124.0433,0.248697825,0.0152,0.0278,0.0361,0.015,-0.005560164,0.0012,0.002740618,0.0588,0.028,0.004776639,NaN
202003,2584.59,59.5806,116.33,0.302151796,0.0029,0.0302,0.0429,0.0087,-0.007700294,0.0012,-0.002176451,0.0625,-0.0351,0.073153143,NaN
202004,2912.43,59.6149,110.63,0.272011232,0.0014,0.0243,0.0413,0.0066,-0.01053806,0,-0.006686942,0.0082,0.0347,0.01430754,NaN
202005,3044.31,59.6491,104.93,0.260894323,0.0013,0.025,0.0395,0.0067,-0.014966918,0.0001,1.95016E-05,-0.0097,0.0084,0.004072031,NaN
202006,3100.29,59.6834,99.23,0.256550579,0.0016,0.0244,0.0364,0.0073,-0.016845022,0.0001,0.005472047,0.0023,0.0146,0.007208551,NaN
202007,3271.12,59.406,98.8933,0.250576249,0.0013,0.0214,0.0331,0.0062,-0.011998152,0.0001,0.005058244,0.0287,0.061,0.001607946,NaN
202008,3500.31,59.1286,98.5567,0.232933438,0.001,0.0225,0.0327,0.0065,-0.008503885,0.0001,0.003153211,-0.0349,-0.0488,0.000743392,NaN
202009,3363,58.8512,98.22,0.238369477,0.0011,0.0231,0.0336,0.0068,-0.005698078,0.0001,0.001392747,0.008,0.0041,0.004907442,NaN
202010,3269.96,58.6604,96.8567,0.249883377,0.001,0.0235,0.0344,0.0079,-0.001895113,0.0001,0.000414938,-0.0238,-0.019,0.003661105,NaN
202011,3621.63,58.4696,95.4933,0.223434992,0.0009,0.023,0.033,0.0087,-0.005261819,0.0001,-0.000610627,0.0093,0.0509,0.002492033,NaN
202012,3756.07,58.2788,94.13,0.216369517,0.0009,0.0226,0.0316,0.0093,-9.78825E-05,0.0001,0.000941479,-0.0115,0,0.000678177,NaN
202101,3714.24,58.0637,105.4867,0.220871602,0.0008,0.0245,0.0324,0.0108,0.002697343,0,0.004253784,-0.0304,-0.0331,0.002077588,NaN
202102,3811.15,57.8485,116.8433,0.214089942,0.0004,0.027,0.0342,0.0126,0.007013703,0,0.005474383,-0.0581,-0.0402,0.001501268,NaN
202103,3972.89,57.6334,128.2,0.193470813,0.0003,0.0304,0.0374,0.0161,0.015718343,0,0.007083273,-0.0322,-0.033,0.002473191,NaN
202104,4181.17,57.7106,138.3867,0.188368873,0.0002,0.029,0.036,0.0164,0.02005424,0,0.008218909,0.0238,0.0222,0.001059284,NaN
202105,4204.11,57.7878,148.5733,0.184797826,0.0002,0.0296,0.0362,0.0162,0.017464303,0,0.008017105,0.0001,0.0045,0.001496482,NaN
202106,4297.5,57.865,158.76,0.184942119,0.0004,0.0279,0.0344,0.0152,0.01725459,0,0.009290663,0.0284,0.0442,0.000607378,NaN
202107,4395.26,58.3282,164.2967,0.182650106,0.0005,0.0257,0.0324,0.0132,0.016079031,0,0.004810524,0.0305,0.0239,0.001123992,NaN
202108,4522.68,58.7913,169.8333,0.180453495,0.0005,0.0255,0.0324,0.0128,0.014845666,0,0.002065911,-0.0035,-0.0045,0.000602092,NaN
202109,4307.54,59.2545,175.37,0.188541023,0.0004,0.0253,0.0323,0.0137,0.015597884,0,0.002715971,-0.025,-0.0194,0.001393442,NaN
202110,4605.38,59.6354,182.87,0.178141979,0.0005,0.0268,0.0335,0.0158,0.013368228,0,0.008308119,0.0051,0.0159,0.001151121,NaN
202111,4567,60.0162,190.37,0.185042893,0.0005,0.0262,0.0328,0.0156,0.015639778,0.0001,0.004913428,0.021,0.0094,0.001326667,NaN
202112,4766.18,60.3971,197.87,0.175598949,0.0006,0.0265,0.033,0.0147,0.012974421,0,0.003072517,-0.011,-0.0129,0.002518415,NaN
202201,4515.55,60.9214,197.8833,0.181629077,0.0015,0.0293,0.0358,0.0176,0.011640433,0,0.008414574,-0.0227,-0.0522,0.00278006,NaN
202202,4373.94,61.4457,197.8967,0.188270221,0.0033,0.0325,0.0397,0.0193,0.008487009,0,0.009133979,-0.0169,-0.0269,0.003676328,NaN
202203,4530.41,61.97,197.91,0.206653235,0.0044,0.0343,0.0429,0.0213,-0.00112206,0.0001,0.01335138,-0.0526,-0.0351,0.00474681,NaN
202204,4131.93,62.6532,196.0267,0.217313508,0.0076,0.0376,0.0466,0.0275,-0.005662875,0.0001,0.005582531,-0.0773,-0.0547,0.004926537,NaN
202205,4132.15,63.3364,194.1433,0.217228467,0.0098,0.0413,0.0512,0.029,-0.003371694,0.0003,0.011023524,-0.0199,0.0093,0.007760031,NaN
202206,3785.38,64.0196,192.26,0.232860863,0.0149,0.0424,0.0527,0.0314,-0.004815212,0.0006,0.013736076,-0.0088,-0.028,0.007203426,NaN
202207,4130.29,64.4525,190.5333,0.21818739,0.0223,0.0406,0.0521,0.029,-0.006120552,0.0008,-0.000118119,0.027,0.0324,0.003187742,NaN
202208,3955,64.8854,188.8067,0.227429242,0.0263,0.0407,0.0515,0.029,-0.009731794,0.0019,-0.000354399,-0.0421,-0.0293,0.003348922,NaN
202209,3585.62,65.3183,187.08,0.249478363,0.0313,0.0459,0.0569,0.0352,-0.01129195,0.0019,0.002150785,-0.0769,-0.0526,0.004933692,NaN
202210,3871.98,65.8531,182.3033,0.218935146,0.0372,0.051,0.0626,0.0398,-0.015252475,0.0023,0.004056494,-0.0139,-0.0103,0.006503956,NaN
202211,4080.11,66.388,177.5267,0.207182447,0.0415,0.049,0.0607,0.0389,-0.017011396,0.0029,-0.001010026,0.0268,0.0518,0.006342743,NaN
202212,3839.5,66.9228,172.75,0.216198725,0.0425,0.0443,0.0559,0.0362,-0.021245776,0.0033,-0.003070092,-0.0052,-0.0044,0.002701395,NaN
