yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp
200304,916.92,16.2043,31.73,0.269654031,0.0113,0.0574,0.0685,0.0481,0.019966885,0.001,-0.002171553,0.0102,0.0229,0.00306481,NaN
200305,963.59,16.1847,33.14,0.258375506,0.0107,0.0522,0.0638,0.0436,0.00644811,0.0009,-0.001632209,0.0592,0.0471,0.00222832,NaN
200306,974.51,16.165,34.55,0.254488337,0.0092,0.0497,0.0619,0.0452,0.001261884,0.001,0.001089918,-0.0154,-0.0143,0.001997701,NaN
200307,990.31,16.3053,35.8933,0.247643335,0.009,0.0549,0.0662,0.0542,0.000271581,0.0007,0.001088732,-0.0982,-0.0881,0.002046016,NaN
200308,1008.01,16.4457,37.2367,0.242856073,0.0095,0.0588,0.0701,0.0532,0.002917018,0.0007,0.003806417,0.0166,0.0219,0.000966056,NaN
200309,995.97,16.586,38.58,0.246541783,0.0094,0.0572,0.0679,0.049,0.007323402,0.0008,0.003250271,0.0546,0.0503,0.001869089,NaN
200310,1050.71,16.8523,41.9667,0.233308967,0.0092,0.057,0.0673,0.0518,0.007211426,0.0007,-0.001079914,-0.0283,-0.0203,0.001407613,NaN
200311,1058.2,17.1187,45.3533,0.233754152,0.0093,0.0565,0.0666,0.0519,0.010000789,0.0007,-0.002702703,-0.0027,0.0052,0.000919663,NaN
200312,1111.92,17.385,48.74,0.218739865,0.009,0.0562,0.066,0.0511,0.006946316,0.0008,-0.001084011,0.0139,0.0139,0.0008937,NaN
200401,1131.13,17.598,49.8267,0.218027721,0.0088,0.0554,0.0644,0.0499,0.006886502,0.0007,0.004883342,0.0187,0.0187,0.000978793,NaN
200402,1144.94,17.811,50.9133,0.21605322,0.0093,0.055,0.0627,0.0483,0.009361322,0.0006,0.005399568,0.023,0.0178,0.000610751,NaN
200403,1126.21,18.024,52,0.281731466,0.0094,0.0533,0.0611,0.0474,0.012282038,0.0009,0.006444683,0.0141,0.0118,0.00198125,NaN
200404,1107.3,18.2167,53.3833,0.285371867,0.0094,0.0573,0.0646,0.0531,0.01376628,0.0008,0.003201708,-0.0588,-0.0534,0.001230938,NaN
200405,1120.68,18.4093,54.7667,0.286411574,0.0102,0.0604,0.0675,0.0539,0.016330083,0.0006,0.005851064,-0.0051,-0.0071,0.000977615,NaN
200406,1140.84,18.602,56.15,0.279631603,0.0127,0.0601,0.0678,0.0532,0.014491427,0.0008,0.003172924,0.0121,0.0093,0.00077077,NaN
200407,1101.72,18.789,56.69,0.28778831,0.0133,0.0582,0.0662,0.0523,0.014720671,0.001,-0.001581444,0.0155,0.0184,0.000777094,NaN
200408,1104.24,18.976,57.23,0.286820616,0.0148,0.0565,0.0646,0.0493,0.014278697,0.0011,0.000527983,0.0395,0.0395,0.001442852,NaN
200409,1114.58,19.163,57.77,0.289485302,0.0165,0.0546,0.0627,0.0488,0.009132256,0.0011,0.002110818,0.0096,0.0101,0.000705683,NaN
200410,1130.2,19.256,58.03,0.291009597,0.0176,0.0547,0.0621,0.0478,0.007428856,0.0011,0.005265929,0.0154,0.0164,0.001230469,NaN
200411,1173.82,19.349,58.29,0.279831646,0.0207,0.0552,0.062,0.0502,0.01217691,0.0015,0.000523835,-0.0234,-0.02,0.000857426,NaN
200412,1211.92,19.442,58.55,0.270619243,0.0219,0.0547,0.0615,0.0484,0.013001505,0.0016,-0.003664922,0.025,0.0257,0.00072785,NaN
200501,1181.27,19.703,59.1067,0.278179856,0.0233,0.0536,0.0602,0.0465,0.013545496,0.0016,0.002101944,0.03,0.0277,0.000821405,NaN
200502,1203.6,19.964,59.6633,0.271041024,0.0254,0.052,0.0582,0.0479,0.011758414,0.0016,0.005768222,-0.0128,-0.0112,0.000834444,NaN
200503,1180.59,20.225,60.22,0.319856889,0.0274,0.054,0.0606,0.0488,0.009097231,0.0021,0.007820647,-0.0072,-0.0125,0.000859895,NaN
200504,1156.85,20.4583,61.2333,0.329624401,0.0278,0.0533,0.0605,0.0461,0.007935562,0.0021,0.006725298,0.0373,0.0327,0.001825894,NaN
200505,1191.5,20.6917,62.2467,0.320965505,0.0284,0.0515,0.0601,0.044,0.004776613,0.0024,-0.001027749,0.0297,0.0295,0.000859416,NaN
200506,1191.33,20.925,63.26,0.326979057,0.0297,0.0496,0.0586,0.0429,0.00536566,0.0023,0.000514403,0.0167,0.0141,0.000542119,NaN
200507,1234.18,21.107,64.33,0.315734275,0.0322,0.0506,0.0595,0.0456,0.004480076,0.0024,0.004627249,-0.0288,-0.0244,0.000649908,NaN
200508,1220.33,21.289,65.4,0.320533125,0.0344,0.0509,0.0596,0.0432,0.005404939,0.003,0.005117707,0.0333,0.0233,0.000696723,NaN
200509,1228.81,21.471,66.47,0.31789151,0.0342,0.0513,0.0603,0.0464,0.006716401,0.0029,0.012219959,-0.0338,-0.031,0.000659901,NaN
200510,1207.01,21.7193,67.59,0.321808187,0.0371,0.0535,0.063,0.0484,0.005749306,0.0027,0.002012072,-0.0196,-0.0204,0.001817986,NaN
200511,1249.48,21.9677,68.71,0.310914346,0.0388,0.0542,0.0639,0.0481,0.005767966,0.0031,-0.008032129,0.0076,0.0099,0.000539899,NaN
200512,1248.29,22.216,69.83,0.313477957,0.0389,0.0537,0.0632,0.0461,0.003058886,0.0032,-0.004048583,0.0267,0.0225,0.000432998,NaN
200601,1280.08,22.4053,70.7767,0.309226258,0.0424,0.0529,0.0624,0.0474,-0.00044574,0.0035,0.007621951,-0.0118,-0.0093,0.000975425,NaN
200602,1280.66,22.5947,71.7233,0.305610361,0.0443,0.0535,0.0627,0.0457,0.002038323,0.0034,0.002017146,0.0238,0.0128,0.000648536,NaN
200603,1294.87,22.784,72.67,0.316009441,0.0451,0.0553,0.0641,0.0507,0.002151995,0.0037,0.005535984,-0.0539,-0.0404,0.000545251,NaN
200604,1310.61,23.0017,73.2767,0.308841978,0.046,0.0584,0.0668,0.0532,-0.003472518,0.0036,0.008508509,-0.0247,-0.0224,0.000599807,NaN
200605,1270.09,23.2193,73.8833,0.314340308,0.0472,0.0595,0.0675,0.0535,-0.002656738,0.0043,0.004962779,0.001,-0.002,0.001355164,NaN
200606,1270.2,23.437,74.49,0.31485029,0.0479,0.0589,0.0678,0.0531,-0.002195489,0.004,0.001975309,0.0092,0.0039,0.002102816,NaN
200607,1276.66,23.6567,75.85,0.313852175,0.0495,0.0585,0.0676,0.0518,-0.00236312,0.004,0.002957122,0.0199,0.0237,0.001451663,NaN
200608,1303.82,23.8763,77.21,0.308461799,0.0496,0.0568,0.0659,0.0496,-0.008473987,0.0042,0.001965602,0.0299,0.0361,0.000469252,NaN
200609,1335.85,24.096,78.57,0.300593284,0.0481,0.0551,0.0643,0.0484,-0.009493486,0.0041,-0.004904365,0.017,0.0183,0.000513395,NaN
200610,1377.94,24.3587,79.55,0.290599161,0.0492,0.0551,0.0642,0.0481,-0.00893474,0.0041,-0.00542139,0.0077,0.0127,0.000450588,NaN
200611,1400.63,24.6213,80.53,0.287241868,0.0494,0.0533,0.062,0.0467,-0.015111029,0.0042,-0.00148662,0.0207,0.0246,0.000592195,NaN
200612,1418.3,24.884,81.51,0.2816824,0.0485,0.0532,0.0622,0.0491,-0.015036779,0.004,0.001488834,-0.0236,-0.0232,0.000357531,NaN
200701,1438.24,25.0873,82.0567,0.278144211,0.0498,0.054,0.0634,0.0502,-0.013986664,0.0044,0.003052527,-0.0102,-0.0051,0.000450484,NaN
200702,1406.82,25.2907,82.6033,0.286148494,0.0503,0.0539,0.0628,0.0477,-0.015141024,0.0038,0.005350368,0.0335,0.0287,0.001476855,NaN
200703,1420.86,25.494,83.15,0.269050014,0.0494,0.053,0.0627,0.0493,-0.012486353,0.0043,0.009105696,-0.0145,-0.0231,0.001587526,NaN
200704,1482.37,25.7193,83.7402,0.254456169,0.0487,0.0547,0.0639,0.0489,-0.0089119,0.0044,0.006496163,0.0085,0.014,0.000582146,NaN
200705,1530.62,25.9447,84.3305,0.243911494,0.0473,0.0547,0.0639,0.051,-0.010283118,0.0041,0.006110719,-0.02,-0.0178,0.000696573,NaN
200706,1503.35,26.17,84.9207,0.24789561,0.0461,0.0579,0.067,0.0521,-0.011064006,0.004,0.001937975,-0.0091,-0.0148,0.001472436,NaN
200707,1455.27,26.4393,82.8141,0.251584964,0.0482,0.0573,0.0665,0.0501,-0.015261855,0.004,-0.000254377,0.0284,-0.0032,0.002426262,NaN
200708,1473.99,26.7087,80.7074,0.248839851,0.042,0.0579,0.0665,0.0487,-0.012197538,0.0042,-0.001833902,0.0199,0.0152,0.005133964,NaN
200709,1526.75,26.978,78.6007,0.239207437,0.0389,0.0574,0.0659,0.0489,-0.013015004,0.0032,0.002755907,0.0012,0.0135,0.001868477,NaN
200710,1549.38,27.2293,74.4607,0.23861706,0.039,0.0566,0.0648,0.048,-0.0179548,0.0032,0.002139191,0.0155,0.0088,0.001682878,NaN
200711,1481.14,27.4807,70.3207,0.248579692,0.0327,0.0544,0.064,0.0445,-0.025158604,0.0034,0.005939618,0.0468,0.0079,0.005636836,NaN
200712,1468.36,27.732,66.1807,0.250582973,0.03,0.0549,0.0665,0.045,-0.040637294,0.0027,-0.000670863,-0.0029,0.0028,0.00234533,NaN
200801,1378.55,27.922,64.2507,0.262754422,0.0275,0.0533,0.0654,0.0436,-0.043179153,0.0021,0.004970577,0.0213,0.0017,0.004831786,NaN
200802,1330.63,28.112,62.3207,0.270979321,0.0212,0.0553,0.0682,0.0438,-0.049608215,0.0013,0.002904112,0.0018,-0.0071,0.003225642,NaN
200803,1322.7,28.302,60.3907,0.254057567,0.0126,0.0551,0.0689,0.0432,-0.051831559,0.0017,0.008668213,0.0106,-0.0059,0.006337673,NaN
200804,1385.59,28.4387,57.3838,0.243014696,0.0129,0.0555,0.0697,0.0458,-0.048844729,0.0018,0.006064778,-0.0288,0.0091,0.00290373,NaN
200805,1400.38,28.5753,54.3769,0.246510612,0.0173,0.0557,0.0693,0.0475,-0.04546239,0.0018,0.008420886,-0.0164,-0.0277,0.001640653,NaN
200806,1280,28.712,51.37,0.274491388,0.0186,0.0568,0.0707,0.046,-0.047376886,0.0017,0.010076997,0.022,-0.0061,0.003425241,NaN
200807,1267.38,28.7593,49.5633,0.273815655,0.0163,0.0567,0.0716,0.0465,-0.046931845,0.0015,0.005251011,-0.0025,-0.0109,0.004465847,NaN
200808,1282.83,28.8067,47.7567,0.269889246,0.0172,0.0564,0.0715,0.0449,-0.046333437,0.0013,-0.003991562,0.0242,0.0121,0.003447847,NaN
200809,1166.36,28.854,45.95,0.287123548,0.0113,0.0565,0.0731,0.0443,-0.048922844,0.0015,-0.001383019,0.0112,-0.0863,0.023774669,NaN
200810,968.75,28.6983,35.5933,0.334099374,0.0067,0.0628,0.0888,0.0478,-0.055954167,0.0008,-0.010101333,-0.0383,-0.045,0.058088525,NaN
200811,896.24,28.5427,25.2367,0.352867356,0.0019,0.0612,0.0921,0.0372,-0.052779575,0.0003,-0.019152895,0.1443,0.1174,0.036256881,NaN
200812,903.25,28.387,14.88,0.354984225,0.0003,0.0505,0.0843,0.0303,-0.024498464,0,-0.010342474,0.0967,0.156,0.020090081,NaN
200901,825.88,28.0097,12.2067,0.38939314,0.0013,0.0505,0.0814,0.0394,-0.025056138,0,0.004352417,-0.1124,-0.0949,0.011971096,NaN
200902,735.09,27.6323,9.5333,0.441103055,0.003,0.0527,0.0808,0.0401,-0.024927495,0.0001,0.004972933,-0.0056,-0.0308,0.009961209,NaN
200903,797.87,27.255,6.86,0.446140845,0.0021,0.055,0.0842,0.0355,-0.037427388,0.0002,0.002431749,0.0641,-0.0018,0.020364379,NaN
200904,872.81,26.7013,7.0767,0.415597469,0.0016,0.0539,0.0839,0.041,-0.030993037,0.0001,0.002496368,-0.0649,-0.003,0.00755104,NaN
200905,919.14,26.1477,7.2933,0.399355084,0.0018,0.0554,0.0806,0.0432,-0.024348757,0,0.002888764,-0.0248,0.0489,0.00638114,NaN
200906,919.32,25.594,7.51,0.401876406,0.0018,0.0561,0.075,0.0429,-0.022097491,0.0001,0.008589892,0.0083,0.035,0.003472526,NaN
200907,987.48,25.0297,9.1867,0.370125856,0.0018,0.0541,0.0709,0.043,-0.013781643,0.0001,-0.001585587,0.0019,0.0565,0.003771055,NaN
200908,1020.62,24.4653,10.8633,0.357471557,0.0017,0.0526,0.0658,0.0415,-0.007921404,0.0001,0.00224285,0.0231,0.0235,0.002177724,NaN
200909,1057.08,23.901,12.54,0.349521431,0.0012,0.0513,0.0631,0.0403,-1.43322E-05,0.0001,0.000625481,0.0176,0.0273,0.001912629,NaN
200910,1036.19,23.4023,25.35,0.349505237,0.0007,0.0515,0.0629,0.042,0.003197599,0,0.000963101,-0.0171,0.0016,0.003897966,NaN
200911,1095.63,22.9037,38.16,0.328149106,0.0005,0.0519,0.0632,0.0406,0.00753192,0,0.000707753,0.0208,0.0044,0.002001319,NaN
200912,1115.1,22.405,50.97,0.32553066,0.0005,0.0526,0.0637,0.0458,0.010594468,0.0001,-0.001761198,-0.0584,-0.0275,0.000933435,NaN
201001,1073.87,22.238,54.29,0.337194668,0.0006,0.0526,0.0625,0.0441,0.013409685,0,0.003417474,0.0264,0.0096,0.001991703,NaN
201002,1104.49,22.071,57.61,0.328771382,0.0011,0.0535,0.0634,0.0441,0.013932077,0,0.000249207,0.0032,0.0039,0.002373245,NaN
201003,1169.43,21.904,60.93,0.38187817,0.0015,0.0527,0.0627,0.0458,0.026390108,0.0001,0.004106284,-0.0179,0.0045,0.000633409,NaN
201004,1186.69,21.9483,62.9867,0.376606129,0.0016,0.0529,0.0625,0.0437,0.026651121,0.0001,0.001736885,0.0304,0.0357,0.001793835,NaN
201005,1089.41,21.9927,65.0433,0.409002795,0.0016,0.0496,0.0605,0.0407,0.025719664,0.0001,0.000775197,0.0437,-0.0051,0.008107843,NaN
201006,1030.71,22.037,67.1,0.424176542,0.0012,0.0488,0.0623,0.0376,0.018775881,0.0001,-0.000976267,0.0446,0.0519,0.005591755,NaN
201007,1101.6,22.1423,68.6867,0.396133553,0.0016,0.0472,0.0601,0.0377,0.015556761,0.0001,0.000211043,0.0024,0.017,0.003348786,NaN
201008,1049.33,22.2477,70.2733,0.413981619,0.0016,0.0449,0.0566,0.0327,0.011217719,0.0001,0.001380664,0.0702,0.0473,0.002704602,NaN
201009,1141.2,22.353,71.86,0.384305783,0.0015,0.0453,0.0566,0.0341,0.003337509,0.0001,0.000581736,-0.0153,-0.0144,0.002337183,NaN
201010,1183.26,22.4783,73.69,0.372887286,0.0013,0.0468,0.0572,0.0367,0.007231642,0.0001,0.001245199,-0.0317,-0.0203,0.00108007,NaN
201011,1180.55,22.6037,75.52,0.376694754,0.0014,0.0487,0.0592,0.038,0.014798007,0.0001,0.000420646,-0.0137,-0.0057,0.001737952,NaN
201012,1257.64,22.729,77.35,0.358100317,0.0014,0.0502,0.061,0.0414,0.012611849,0.0001,0.001718441,-0.0388,-0.0036,0.000832136,NaN
201101,1286.12,22.963,78.67,0.348632224,0.0015,0.0504,0.0609,0.0432,0.015367885,0.0001,0.00476323,-0.0196,-0.0198,0.00086323,NaN
201102,1327.22,23.197,79.99,0.339096574,0.0013,0.0522,0.0615,0.0426,0.015918108,0.0001,0.004931365,0.0113,0.0157,0.001065533,NaN
201103,1325.83,23.431,81.31,0.354269939,0.001,0.0513,0.0603,0.0429,0.012476022,0.0001,0.009751072,-0.0006,-0.0072,0.002347264,NaN
201104,1363.61,23.7343,82.1633,0.340696801,0.0006,0.0516,0.0602,0.0416,0.0093802,0,0.00643943,0.0199,0.0239,0.00063653,NaN
201105,1345.2,24.0377,83.0167,0.347222189,0.0004,0.0496,0.0578,0.0391,0.009116844,0,0.004704188,0.0355,0.0257,0.000934204,NaN
201106,1320.64,24.341,83.87,0.351570039,0.0004,0.0499,0.0575,0.0409,0.011733553,0,-0.001070967,-0.0179,-0.021,0.002294747,NaN
201107,1292.28,24.621,84.9067,0.359418903,0.0004,0.0493,0.0576,0.0378,0.012370561,0,0.000886046,0.0422,0.0473,0.00183074,NaN
201108,1218.89,24.901,85.9433,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012726562,0.0001,0.002757589,0.0862,0.024,0.019222216,NaN
201109,1131.42,25.181,86.98,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013049302,0,0.001518462,0.0704,0.0575,0.006915859,NaN
201110,1253.3,25.5957,86.97,0.365077905,0.0002,0.0398,0.0537,0.0291,0.007892508,0,-0.002062683,-0.0306,0.0094,0.007400855,NaN
201111,1246.96,26.0103,86.96,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.004340313,0,-0.000843561,0.0251,-0.0356,0.007679603,NaN
201112,1257.6,26.425,86.95,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006497331,0,-0.002466516,0.027,0.0512,0.002764092,NaN
201201,1312.41,26.7343,87.48,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013062132,0,0.004400191,0.0002,0.0194,0.000648134,NaN
201202,1365.68,27.0437,88.01,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466313,0,0.004402974,-0.0196,0.0057,0.0006237,NaN
201203,1408.47,27.353,88.54,0.346181967,0.0008,0.0399,0.0523,0.0297,-0.01377505,0,0.007594559,-0.0302,-0.0303,0.00115527,NaN
201204,1397.91,27.6753,88.3333,0.346140311,0.0008,0.0396,0.0519,0.0268,-0.012414026,0,0.00302103,0.0409,0.0251,0.001627545,NaN
201205,1310.33,27.9977,88.1267,0.36904736,0.0009,0.038,0.0507,0.0221,-0.015270754,0.0001,-0.001173479,0.0643,0.0344,0.001496091,NaN
201206,1362.16,28.32,87.92,0.355103885,0.0009,0.0364,0.0502,0.0233,-0.019043064,0,-0.001466397,-0.0136,0.0064,0.003437228,NaN
201207,1379.32,28.7433,87.4467,0.351593705,0.001,0.034,0.0487,0.0216,-0.020320773,0,-0.001629786,0.0247,0.0612,0.00155284,NaN
201208,1406.58,29.1667,86.9733,0.349387052,0.001,0.0348,0.0491,0.0223,-0.019782956,0.0001,0.005565158,-0.0068,-0.0093,0.000727127,NaN
201209,1440.67,29.59,86.5,0.340382954,0.0011,0.0349,0.0484,0.0235,-0.017424901,0.0001,0.004462212,-0.0146,-0.0126,0.001044635,NaN
201210,1412.16,30.1423,86.5033,0.349237122,0.001,0.0347,0.0458,0.0238,-0.015713137,0.0001,-0.000388925,-0.0014,0.0206,0.000925533,NaN
201211,1416.18,30.6946,86.5067,0.351137531,0.0009,0.035,0.0451,0.0228,-0.012093926,0.0001,-0.004738087,0.0144,-0.0092,0.001902649,NaN
201212,1426.19,31.2469,86.51,0.349032443,0.0007,0.0365,0.0463,0.0246,-0.011549118,0.0001,-0.002693065,-0.0202,-0.0062,0.001035707,NaN
201301,1498.11,31.5353,86.9067,0.329984027,0.0007,0.038,0.0473,0.0291,-0.008016734,0,0.002957304,-0.0332,-0.0313,0.000906801,NaN
201302,1514.68,31.8236,87.3033,0.325431232,0.001,0.039,0.0485,0.0285,-0.008864249,0,0.00819003,0.0114,0.0093,0.001242743,NaN
201303,1569.19,32.1119,87.7,0.346129997,0.0009,0.0393,0.0485,0.0287,-0.00891064,0,0.002614509,-0.0062,-0.0018,0.00048452,NaN
201304,1597.57,32.4967,88.7833,0.340036254,0.0006,0.0373,0.0459,0.0264,-0.008004859,0,-0.00103964,0.0378,0.0349,0.001682747,NaN
201305,1630.74,32.8815,89.8667,0.333832598,0.0004,0.0389,0.0473,0.0309,-0.004704681,0,0.001780408,-0.0629,-0.0536,0.001015556,NaN
201306,1606.28,33.2663,90.95,0.338444358,0.0005,0.0427,0.0519,0.033,0.000118709,0,0.002399708,-0.0285,-0.0371,0.002247674,NaN
201307,1685.73,33.6455,92.09,0.325562565,0.0004,0.0434,0.0532,0.0344,0.008360606,0,0.000393998,-0.0173,0.0031,0.000502065,NaN
201308,1632.97,34.0247,93.23,0.340713327,0.0004,0.0454,0.0542,0.0351,0.010332116,0,0.001202932,-0.0079,-0.0074,0.000950425,NaN
201309,1681.55,34.4039,94.37,0.333521485,0.0002,0.0464,0.0547,0.0349,0.010118701,0,0.001163005,0.0061,0.0014,0.000622222,NaN
201310,1756.54,34.6,96.3133,0.324594825,0.0005,0.0453,0.0531,0.0342,0.009622818,0,-0.002575283,0.0128,0.0211,0.001438369,NaN
201311,1805.81,34.796,98.2567,0.313685278,0.0007,0.0463,0.0538,0.0361,0.010324775,0,-0.002042424,-0.0236,-0.0086,0.000644399,NaN
201312,1848.36,34.992,100.2,0.304408126,0.0007,0.0462,0.0538,0.0378,0.012143942,0,-8.58115E-05,-0.0207,0.0002,0.000745517,NaN
201401,1782.59,35.4039,100.4167,0.321429277,0.0004,0.0449,0.0519,0.0342,0.013765217,0,0.003720248,0.0548,0.0331,0.001303588,NaN
201402,1859.45,35.8158,100.6333,0.309163072,0.0005,0.0445,0.051,0.0339,0.016576162,0,0.003697909,0.0074,0.0168,0.001253565,NaN
201403,1872.34,36.2277,100.85,0.350616066,0.0005,0.0438,0.0506,0.0337,0.01641638,0,0.006440044,0.0063,0.0062,0.000869033,NaN
201404,1883.95,36.612,101.6067,0.348011319,0.0003,0.0424,0.049,0.0326,0.016623265,0,0.003296755,0.0181,0.016,0.001362693,NaN
201405,1923.57,36.9963,102.3633,0.345173256,0.0003,0.0416,0.0476,0.0309,0.013985265,0,0.00349261,0.0279,0.0188,0.000555204,NaN
201406,1960.23,37.3807,103.12,0.342928459,0.0004,0.0425,0.048,0.0313,0.013885436,0,0.001862127,-0.0025,0.002,0.000282,NaN
201407,1930.67,37.752,104.0667,0.348379852,0.0003,0.0416,0.0473,0.031,0.008437173,0,-0.000390194,0.0057,0.0024,0.000949122,NaN
201408,2003.37,38.1233,105.0133,0.337476204,0.0003,0.0408,0.0469,0.0287,0.00673899,0,-0.001670514,0.0369,0.0356,0.000546202,NaN
201409,1972.29,38.4946,105.96,0.338576181,0.0002,0.0411,0.048,0.03,0.007991443,0,0.000752569,-0.017,-0.0271,0.000721023,NaN
201410,2018.05,38.8108,104.7433,0.331808365,0.0002,0.0392,0.0469,0.0282,0.008032292,0,-0.002512278,0.03,0.0225,0.002943998,NaN
201411,2067.56,39.127,103.5267,0.323661786,0.0002,0.0392,0.0479,0.0264,0.00689158,0,-0.005399418,0.0286,0.0173,0.000150254,NaN
201412,2058.9,39.4431,102.31,0.323755672,0.0003,0.0379,0.0474,0.0246,0.005625039,0,-0.005670101,0.029,0.0183,0.001992839,NaN
201501,1994.99,39.8976,101.29,0.336168763,0.0003,0.0346,0.0445,0.02,0.000190918,0,-0.004705892,0.0709,0.0599,0.002226629,NaN
201502,2104.5,40.3521,100.27,0.318227291,0.0002,0.0361,0.0451,0.0238,-0.003766674,0,0.004343045,-0.0523,-0.032,0.00081354,NaN
201503,2067.89,40.8066,99.25,0.307454045,0.0003,0.0364,0.0454,0.023,-0.006889459,0,0.005951722,0.0137,0.0058,0.001720375,NaN
201504,2085.51,41.1184,97.8033,0.30634421,0.0002,0.0352,0.0448,0.0249,-0.007074768,0,0.002032873,-0.025,-0.0223,0.000574343,NaN
201505,2107.39,41.4302,96.3567,0.303449953,0.0002,0.0398,0.0489,0.0262,-0.008078391,0,0.005097232,-0.0159,-0.0204,0.000886995,NaN
201506,2063.11,41.742,94.91,0.310186833,0.0002,0.0419,0.0513,0.0285,-0.008725336,0,0.00350287,-0.0298,-0.032,0.001052158,NaN
201507,2103.84,41.9981,93.4933,0.308953265,0.0003,0.0415,0.052,0.0263,-0.008701689,0,6.70472E-05,0.0329,0.0239,0.001159779,NaN
201508,1972.18,42.2543,92.0767,0.330670987,0.0007,0.0404,0.0519,0.0264,-0.010170348,0,-0.001416276,0.0012,-0.0067,0.005846949,NaN
201509,1920.03,42.5104,90.66,0.335611955,0.0002,0.0407,0.0534,0.0253,-0.013647476,0,-0.001556757,0.0174,0.0133,0.004053491,NaN
201510,2079.36,42.8029,89.2833,0.309413628,0.0002,0.0395,0.0534,0.0259,-0.016841721,0,-0.000449684,-0.0053,0.002,0.001618907,NaN
201511,2080.41,43.0954,87.9067,0.308429158,0.0012,0.0406,0.0546,0.0265,-0.018447403,0,-0.00211068,-0.0065,0.002,0.001118759,NaN
201512,2043.94,43.3879,86.53,0.313648814,0.0023,0.0397,0.0546,0.0268,-0.022261833,0.0001,-0.003417096,-0.0022,0,0.002838486,NaN
201601,1940.24,43.5506,86.5,0.33191063,0.0026,0.04,0.0545,0.0236,-0.020954662,0.0001,0.001653102,0.0476,0.0067,0.004301314,NaN
201602,1932.23,43.7133,86.47,0.330901825,0.0031,0.0396,0.0534,0.0217,-0.024726502,0.0002,0.000823077,0.0294,0.0232,0.002601544,NaN
201603,2059.74,43.8759,86.44,0.327954791,0.0029,0.0382,0.0513,0.0218,-0.023715134,0.0002,0.004306,-0.0003,0.0423,0.001274157,NaN
201604,2065.3,44.0706,86.6,0.326320889,0.0023,0.0362,0.0479,0.0223,-0.024215916,0.0001,0.004741068,-0.0053,0.0146,0.000817764,NaN
201605,2096.95,44.2652,86.76,0.326072119,0.0027,0.0365,0.0468,0.0219,-0.027053686,0.0001,0.004045791,0.0082,0.0016,0.000995569,NaN
201606,2098.86,44.4599,86.92,0.323475362,0.0027,0.035,0.0453,0.0179,-0.028684678,0.0002,0.003284366,0.059,0.0377,0.002864409,NaN
201607,2173.6,44.6485,87.6433,0.314661159,0.003,0.0328,0.0422,0.0175,-0.031674661,0.0002,-0.001618136,0.0081,0.0245,0.000477664,NaN
201608,2170.95,44.8371,88.3667,0.315197425,0.003,0.0332,0.0424,0.0186,-0.030781761,0.0002,0.00091843,-0.014,0.0016,0.000279163,NaN
201609,2168.27,45.0257,89.09,0.316793887,0.0029,0.0341,0.0431,0.0196,-0.032603227,0.0002,0.002403996,-0.0124,-0.0119,0.001673113,NaN
201610,2126.15,45.2507,90.91,0.319687782,0.0033,0.0351,0.0438,0.022,-0.029033999,0.0002,0.001246749,-0.0314,-0.0263,0.000364052,NaN
201611,2198.81,45.4756,92.73,0.303285786,0.0045,0.0386,0.0471,0.0267,-0.02745248,0.0001,-0.001555461,-0.0599,-0.051,0.000946372,NaN
201612,2238.83,45.7006,94.55,0.293479097,0.0051,0.0406,0.0483,0.0272,-0.025103574,0.0003,0.000327321,-0.0057,0.0059,0.000524022,NaN
201701,2278.87,45.9279,96.4633,0.29197965,0.0051,0.0392,0.0466,0.0278,-0.022657606,0.0004,0.005827728,0.0043,-0.0021,0.000335571,NaN
201702,2363.64,46.1552,98.3767,0.278677833,0.0052,0.0395,0.0464,0.027,-0.018708852,0.0004,0.003146117,0.0137,0.0212,0.000223913,NaN
201703,2362.72,46.3824,100.29,0.281598889,0.0074,0.0401,0.0468,0.0274,-0.016198861,0.0003,0.000812798,-0.004,-0.0062,0.000575304,NaN
201704,2384.2,46.6613,101.5333,0.277870026,0.008,0.0387,0.0457,0.0265,-0.015574558,0.0005,0.002965533,0.0145,0.0176,0.000390547,NaN
201705,2411.8,46.9402,102.7767,0.276968767,0.0089,0.0385,0.0455,0.0256,-0.01018614,0.0006,0.000854722,0.0158,0.0226,0.000503099,NaN
201706,2423.41,47.219,104.02,0.272545228,0.0098,0.0368,0.0437,0.0258,-0.009784006,0.0006,0.000907111,-0.001,0.0108,0.00044756,NaN
201707,2470.3,47.537,105.04,0.265803679,0.0107,0.037,0.0439,0.0262,-0.013163551,0.0007,-0.000689923,-0.0027,0.006,0.000258844,NaN
201708,2471.65,47.8551,106.06,0.265113614,0.0101,0.0363,0.0431,0.0242,-0.012212825,0.0009,0.002994452,0.0289,0.0153,0.000753376,NaN
201709,2519.36,48.1731,107.08,0.259706167,0.0103,0.0363,0.043,0.0259,-0.01108518,0.0009,0.005294906,-0.0205,-0.0037,0.000257247,NaN
