,date,macro_0,macro_1,macro_2,macro_3,Rec,Neg_Rec,Recessions
0,1962-11-01,0.26458904,-0.019342665,-0.025323274,-0.034589946,0,0,0
1,1962-12-01,0.1544207,0.08768431,-0.02494217,-0.2678723,0,0,0
2,1963-01-01,0.12210256,0.20850702,0.117997505,-0.05252221,0,0,0
3,1963-02-01,-0.027642116,0.39231515,0.27875346,0.021239944,0,0,0
4,1963-03-01,-0.08197135,0.25162384,0.14646535,0.013477992,0,0,0
5,1963-04-01,0.21636245,0.16305457,-0.037847795,-0.1390633,0,0,0
6,1963-05-01,0.06077093,0.22095716,0.062192682,-0.09256774,0,0,0
7,1963-06-01,0.22424956,-0.11986822,-0.114965014,-0.009178165,0,0,0
8,1963-07-01,-0.3108264,-0.49296448,0.10339494,-0.090267025,0,0,0
9,1963-08-01,-0.31988826,0.02338266,0.069608025,-0.056940738,0,0,0
10,1963-09-01,-0.311763,0.2767597,0.22896582,-0.13055733,0,0,0
11,1963-10-01,-0.005377835,0.24743022,-0.11278848,0.019619292,0,0,0
12,1963-11-01,-0.37337774,0.015305937,0.065147005,0.40353572,0,0,0
13,1963-12-01,-0.0808354,-0.082465045,0.066597894,-0.03614374,0,0,0
14,1964-01-01,-0.51058316,0.27028105,0.028729815,-0.141321,0,0,0
15,1964-02-01,-0.29379028,0.15115461,0.20274313,-0.29511952,0,0,0
16,1964-03-01,0.01746615,0.19260876,-0.17197482,-0.15916558,0,0,0
17,1964-04-01,0.10250882,-0.21075895,0.04203081,-0.10399164,0,0,0
18,1964-05-01,0.07505083,-0.14775413,0.08626061,-0.32615572,0,0,0
19,1964-06-01,-0.060178686,0.022124246,0.27494153,-0.17257154,0,0,0
20,1964-07-01,-0.008579622,0.076867096,-0.16905722,-0.1979688,0,0,0
21,1964-08-01,-0.05029971,0.014778463,0.074016415,-0.06987539,0,0,0
22,1964-09-01,0.047853462,-0.06874904,0.062374365,-0.04175759,0,0,0
23,1964-10-01,-0.4262206,-0.23331097,-0.0044513475,-0.22325389,0,0,0
24,1964-11-01,-0.4688204,-0.4018723,-0.0107969185,-0.22322167,0,0,0
25,1964-12-01,-0.084955774,0.24601686,0.1440566,-0.0098870825,0,0,0
26,1965-01-01,-0.33591086,0.18512756,0.33776125,0.0016413603,0,0,0
27,1965-02-01,-0.18464851,0.12067826,0.12815061,-0.0076295976,0,0,0
28,1965-03-01,-0.43625292,-0.26206282,-0.29163927,-0.10994084,0,0,0
29,1965-04-01,-0.2963773,-0.20067398,-0.17932382,-0.0022316934,0,0,0
30,1965-05-01,-0.4411875,-0.2840169,-0.2897764,-0.006955999,0,0,0
31,1965-06-01,-0.037260875,-0.01985326,-0.016702555,0.1702619,0,0,0
32,1965-07-01,-0.23983064,0.21574433,0.5411191,-0.21824016,0,0,0
33,1965-08-01,0.050257746,0.0585058,0.5024167,-0.601225,0,0,0
34,1965-09-01,-0.2894531,-0.3197252,-0.2515906,-0.42047355,0,0,0
35,1965-10-01,-0.30004132,-0.14321598,0.03091777,-0.05903628,0,0,0
36,1965-11-01,-0.35788313,-0.33581355,0.18144429,-0.05451502,0,0,0
37,1965-12-01,-0.2180202,-0.010622749,0.2926857,0.03457654,0,0,0
